,t_home,t_away,t_win,t_loss,gameUID,date
29826,OKC,MIN,OKC,MIN,52f310411b34326811679343,2013-02-22
29827,PHO,BOS,BOS,PHO,52f310421b34326811679344,2013-02-22
29828,TOR,NYK,TOR,NYK,52f310431b34326811679345,2013-02-22
29829,WAS,DEN,WAS,DEN,52f310451b34326811679346,2013-02-22
29830,CHA,DEN,DEN,CHA,52f310461b34326811679347,2013-02-23
29831,DET,IND,IND,DET,52f310471b34326811679348,2013-02-23
29832,ORL,CLE,CLE,ORL,52f3104a1b3432681167934b,2013-02-23
29833,PHI,MIA,MIA,PHI,52f3104b1b3432681167934c,2013-02-23
29834,WAS,HOU,WAS,HOU,52f3104c1b3432681167934d,2013-02-23
29835,TOR,WAS,WAS,TOR,52f310581b34326811679359,2013-02-25
29836,UTA,BOS,BOS,UTA,52f310591b3432681167935a,2013-02-25
29837,CHI,CLE,CLE,CHI,52f3105b1b3432681167935b,2013-02-26
29838,DAL,MIL,MIL,DAL,52f3105c1b3432681167935c,2013-02-26
29839,IND,GSW,IND,GSW,52f3105d1b3432681167935d,2013-02-26
29840,LAC,CHA,LAC,CHA,52f3105e1b3432681167935e,2013-02-26
29841,MIA,SAC,MIA,SAC,52f3105e1b3432681167935f,2013-02-26
29842,NOH,BRK,BRK,NOH,52f3105f1b34326811679360,2013-02-26
29843,PHI,ORL,ORL,PHI,52f310601b34326811679361,2013-02-26
29844,PHO,MIN,PHO,MIN,52f310611b34326811679362,2013-02-26
29845,CLE,TOR,CLE,TOR,52f310621b34326811679363,2013-02-27
29846,HOU,MIL,MIL,HOU,52f310631b34326811679364,2013-02-27
29847,MEM,DAL,MEM,DAL,52f310641b34326811679365,2013-02-27
29848,NYK,GSW,NYK,GSW,52f310651b34326811679366,2013-02-27
29849,OKC,NOH,OKC,NOH,52f310661b34326811679367,2013-02-27
29850,ORL,SAC,SAC,ORL,52f310661b34326811679368,2013-02-27
29851,POR,DEN,DEN,POR,52f310671b34326811679369,2013-02-27
29852,SAS,PHO,PHO,SAS,52f310681b3432681167936a,2013-02-27
29853,UTA,ATL,ATL,UTA,52f310691b3432681167936b,2013-02-27
29854,WAS,DET,DET,WAS,52f3106a1b3432681167936c,2013-02-27
29855,CHI,PHI,CHI,PHI,52f3106b1b3432681167936d,2013-02-28
29856,IND,LAC,LAC,IND,52f3106c1b3432681167936e,2013-02-28
29857,LAL,MIN,LAL,MIN,52f3106d1b3432681167936f,2013-02-28
29858,BOS,GSW,BOS,GSW,52f3106e1b34326811679370,2013-03-01
29859,BRK,DAL,DAL,BRK,52f310701b34326811679371,2013-03-01
29860,CLE,LAC,LAC,CLE,52f310711b34326811679372,2013-03-01
29861,DEN,OKC,DEN,OKC,52f310721b34326811679373,2013-03-01
29862,MIA,MEM,MIA,MEM,52f310731b34326811679374,2013-03-01
29863,NOH,DET,NOH,DET,52f310741b34326811679375,2013-03-01
29864,ORL,HOU,HOU,ORL,52f310751b34326811679376,2013-03-01
29865,PHO,ATL,PHO,ATL,52f310761b34326811679377,2013-03-01
29866,SAS,SAC,SAS,SAC,52f310771b34326811679378,2013-03-01
29867,TOR,IND,IND,TOR,52f310781b34326811679379,2013-03-01
29868,WAS,NYK,NYK,WAS,52f3107a1b3432681167937b,2013-03-01
29869,CHI,BRK,CHI,BRK,52f3107a1b3432681167937c,2013-03-02
29870,MIL,TOR,MIL,TOR,52f3107b1b3432681167937d,2013-03-02
29871,PHI,GSW,PHI,GSW,52f3107c1b3432681167937e,2013-03-02
29872,POR,MIN,POR,MIN,52f3107d1b3432681167937f,2013-03-02
29873,HOU,DAL,HOU,DAL,52f3107e1b34326811679380,2013-03-03
29874,IND,CHI,IND,CHI,52f3107f1b34326811679381,2013-03-03
29875,LAC,OKC,OKC,LAC,52f310801b34326811679382,2013-03-03
29876,LAL,ATL,LAL,ATL,52f310811b34326811679383,2013-03-03
29877,NYK,MIA,MIA,NYK,52f310811b34326811679384,2013-03-03
29878,ORL,MEM,MEM,ORL,52f310821b34326811679385,2013-03-03
29879,SAC,CHA,SAC,CHA,52f310831b34326811679386,2013-03-03
29880,SAS,DET,SAS,DET,52f310841b34326811679387,2013-03-03
29881,WAS,PHI,WAS,PHI,52f310851b34326811679388,2013-03-03
29882,CLE,NYK,NYK,CLE,52f310861b34326811679389,2013-03-04
29883,DEN,ATL,DEN,ATL,52f310871b3432681167938a,2013-03-04
29884,GSW,TOR,GSW,TOR,52f310881b3432681167938b,2013-03-04
29885,MIL,UTA,MIL,UTA,52f310891b3432681167938c,2013-03-04
29886,MIN,MIA,MIA,MIN,52f3108a1b3432681167938d,2013-03-04
29887,BOS,ATL,BOS,ATL,52f310a21b343268116793a3,2013-03-08
29888,BRK,IND,BRK,IND,52f30f2e1b34326811679234,2013-01-13
29889,DEN,GSW,DEN,GSW,52f30f2f1b34326811679235,2013-01-13
29890,LAL,CLE,LAL,CLE,52f30f2f1b34326811679236,2013-01-13
29891,NYK,NOH,NYK,NOH,52f30f301b34326811679237,2013-01-13
29892,POR,OKC,OKC,POR,52f30f311b34326811679238,2013-01-13
29893,SAS,MIN,SAS,MIN,52f30f321b34326811679239,2013-01-13
29894,TOR,MIL,MIL,TOR,52f30f331b3432681167923a,2013-01-13
29895,BOS,CHA,BOS,CHA,52f30f341b3432681167923b,2013-01-14
29896,CHI,ATL,CHI,ATL,52f30f351b3432681167923c,2013-01-14
29897,DAL,MIN,DAL,MIN,52f30f351b3432681167923d,2013-01-14
29898,MEM,LAC,LAC,MEM,52f30f361b3432681167923e,2013-01-14
29899,PHO,OKC,OKC,PHO,52f30f371b3432681167923f,2013-01-14
29900,SAC,CLE,SAC,CLE,52f30f381b34326811679240,2013-01-14
29901,UTA,MIA,UTA,MIA,52f30f391b34326811679241,2013-01-14
29902,WAS,ORL,WAS,ORL,52f30f3a1b34326811679242,2013-01-14
29903,BRK,TOR,BRK,TOR,52f30f3b1b34326811679243,2013-01-15
29904,CHA,IND,IND,CHA,52f30f3c1b34326811679244,2013-01-15
29905,DEN,POR,DEN,POR,52f30f3d1b34326811679245,2013-01-15
29906,HOU,LAC,LAC,HOU,52f30f3d1b34326811679246,2013-01-15
29907,LAL,MIL,LAL,MIL,52f30f3e1b34326811679247,2013-01-15
29908,PHI,NOH,NOH,PHI,52f30f3f1b34326811679248,2013-01-15
29909,ATL,BRK,ATL,BRK,52f30f401b34326811679249,2013-01-16
29910,BOS,NOH,NOH,BOS,52f30f411b3432681167924a,2013-01-16
29911,DAL,HOU,DAL,HOU,52f30f421b3432681167924b,2013-01-16
29912,GSW,MIA,MIA,GSW,52f30f431b3432681167924c,2013-01-16
29913,OKC,DEN,OKC,DEN,52f30f441b3432681167924d,2013-01-16
29914,ORL,IND,ORL,IND,52f30f451b3432681167924e,2013-01-16
29915,POR,CLE,CLE,POR,52f30f461b3432681167924f,2013-01-16
29916,SAC,WAS,SAC,WAS,52f30f471b34326811679250,2013-01-16
29917,SAS,MEM,SAS,MEM,52f30f481b34326811679251,2013-01-16
29918,TOR,CHI,CHI,TOR,52f30f491b34326811679252,2013-01-16
29919,LAL,MIA,MIA,LAL,52f30f4a1b34326811679254,2013-01-17
29920,MIN,LAC,LAC,MIN,52f30f4b1b34326811679255,2013-01-17
29921,PHO,MIL,MIL,PHO,52f30f4c1b34326811679256,2013-01-17
29922,BOS,CHI,CHI,BOS,52f30f4d1b34326811679257,2013-01-18
29923,BRK,ATL,BRK,ATL,52f30f4e1b34326811679258,2013-01-18
29924,DAL,OKC,OKC,DAL,52f30f4f1b34326811679259,2013-01-18
29925,DEN,WAS,WAS,DEN,52f30f501b3432681167925a,2013-01-18
29926,IND,HOU,IND,HOU,52f30f511b3432681167925b,2013-01-18
29927,MEM,SAC,MEM,SAC,52f30f521b3432681167925c,2013-01-18
29928,ORL,CHA,CHA,ORL,52f30f521b3432681167925d,2013-01-18
29929,PHI,TOR,PHI,TOR,52f30f531b3432681167925e,2013-01-18
29930,SAS,GSW,SAS,GSW,52f30f551b3432681167925f,2013-01-18
29931,ATL,SAS,SAS,ATL,52f30f551b34326811679260,2013-01-19
29932,BRK,WAS,BRK,WAS,52f310a31b343268116793a4,2013-03-08
29933,CHA,OKC,OKC,CHA,52f310a41b343268116793a5,2013-03-08
29934,CHI,UTA,CHI,UTA,52f310a41b343268116793a6,2013-03-08
29935,CLE,MEM,MEM,CLE,52f310a51b343268116793a7,2013-03-08
29936,DET,DAL,DAL,DET,52f310a61b343268116793a8,2013-03-08
29937,GSW,HOU,HOU,GSW,52f310a81b343268116793a9,2013-03-08
29938,LAL,TOR,LAL,TOR,52f310a91b343268116793aa,2013-03-08
29939,MIA,PHI,MIA,PHI,52f310aa1b343268116793ab,2013-03-08
29940,ORL,IND,IND,ORL,52f310ab1b343268116793ac,2013-03-08
29941,SAC,PHO,SAC,PHO,52f310ad1b343268116793ad,2013-03-08
29942,SAS,POR,POR,SAS,52f310ae1b343268116793ae,2013-03-08
29943,ATL,BRK,BRK,ATL,52f310af1b343268116793af,2013-03-09
29944,DEN,MIN,DEN,MIN,52f310b01b343268116793b0,2013-03-09
29945,GSW,MIL,MIL,GSW,52f310b11b343268116793b1,2013-03-09
29946,MEM,NOH,MEM,NOH,52f310b21b343268116793b2,2013-03-09
29947,NYK,UTA,NYK,UTA,52f310b31b343268116793b3,2013-03-09
29948,PHO,HOU,PHO,HOU,52f310b41b343268116793b4,2013-03-09
29949,WAS,CHA,WAS,CHA,52f310b61b343268116793b5,2013-03-09
29950,LAC,DET,LAC,DET,52f310b71b343268116793b6,2013-03-10
29951,LAL,CHI,LAL,CHI,52f310b81b343268116793b7,2013-03-10
29952,MIA,IND,MIA,IND,52f310b91b343268116793b8,2013-03-10
29953,MIN,DAL,DAL,MIN,52f310ba1b343268116793b9,2013-03-10
29954,NOH,POR,NOH,POR,52f310bb1b343268116793ba,2013-03-10
29955,OKC,BOS,OKC,BOS,52f310bc1b343268116793bb,2013-03-10
29956,ORL,PHI,ORL,PHI,52f310bd1b343268116793bc,2013-03-10
29957,SAC,MIL,MIL,SAC,52f310be1b343268116793bd,2013-03-10
29958,TOR,CLE,TOR,CLE,52f310c01b343268116793be,2013-03-10
29959,PHI,BRK,PHI,BRK,52f310c21b343268116793c0,2013-03-11
29960,PHO,DEN,DEN,PHO,52f310c31b343268116793c1,2013-03-11
29961,SAS,OKC,SAS,OKC,52f310c51b343268116793c2,2013-03-11
29962,UTA,DET,UTA,DET,52f310c61b343268116793c3,2013-03-11
29963,BRK,NOH,BRK,NOH,52f310c81b343268116793c4,2013-03-12
29964,CHA,BOS,CHA,BOS,52f310ca1b343268116793c5,2013-03-12
29965,CLE,WAS,CLE,WAS,52f310cc1b343268116793c6,2013-03-12
29966,MIA,ATL,MIA,ATL,52f310ce1b343268116793c7,2013-03-12
29967,MIL,DAL,DAL,MIL,52f310cf1b343268116793c8,2013-03-12
29968,MIN,SAS,MIN,SAS,52f310d11b343268116793c9,2013-03-12
29969,ORL,LAL,LAL,ORL,52f310d21b343268116793ca,2013-03-12
29970,POR,MEM,MEM,POR,52f310d41b343268116793cb,2013-03-12
29971,ATL,LAL,ATL,LAL,52f310d51b343268116793cc,2013-03-13
29972,BOS,TOR,BOS,TOR,52f310d61b343268116793cd,2013-03-13
29973,DEN,NYK,DEN,NYK,52f310d81b343268116793ce,2013-03-13
29974,GSW,DET,GSW,DET,52f310d91b343268116793cf,2013-03-13
29975,HOU,PHO,HOU,PHO,52f310da1b343268116793d0,2013-03-13
29976,CHA,SAC,SAC,CHA,52f30f561b34326811679261,2013-01-19
29977,CHI,MEM,MEM,CHI,52f30f571b34326811679262,2013-01-19
29978,LAC,WAS,LAC,WAS,52f30f581b34326811679263,2013-01-19
29979,MIN,HOU,MIN,HOU,52f30f591b34326811679264,2013-01-19
29980,NOH,GSW,GSW,NOH,52f30f5a1b34326811679265,2013-01-19
29981,POR,MIL,MIL,POR,52f30f5b1b34326811679266,2013-01-19
29982,GSW,OKC,GSW,OKC,52f30f6d1b3432681167927b,2013-01-23
29983,HOU,DEN,DEN,HOU,52f30f6e1b3432681167927c,2013-01-23
29984,MEM,LAL,MEM,LAL,52f30f6f1b3432681167927d,2013-01-23
29985,MIA,TOR,MIA,TOR,52f30f701b3432681167927e,2013-01-23
29986,MIN,BRK,BRK,MIN,52f30f701b3432681167927f,2013-01-23
29987,POR,IND,POR,IND,52f30f721b34326811679280,2013-01-23
29988,SAC,PHO,PHO,SAC,52f30f731b34326811679281,2013-01-23
29989,SAS,NOH,SAS,NOH,52f30f741b34326811679282,2013-01-23
29990,UTA,WAS,UTA,WAS,52f30f751b34326811679283,2013-01-23
29991,BOS,NYK,NYK,BOS,52f30f751b34326811679284,2013-01-24
29992,ORL,TOR,TOR,ORL,52f30f761b34326811679285,2013-01-24
29993,PHO,LAC,PHO,LAC,52f30f771b34326811679286,2013-01-24
29994,ATL,BOS,ATL,BOS,52f30f781b34326811679287,2013-01-25
29995,CHI,GSW,CHI,GSW,52f30f791b34326811679288,2013-01-25
29996,CLE,MIL,CLE,MIL,52f30f7a1b34326811679289,2013-01-25
29997,DAL,SAS,SAS,DAL,52f30f7b1b3432681167928a,2013-01-25
29998,LAL,OKC,LAL,OKC,52f30f8d1b3432681167929e,2013-01-27
29999,MEM,NOH,NOH,MEM,52f30f8e1b3432681167929f,2013-01-27
30000,NYK,ATL,NYK,ATL,52f30f8f1b343268116792a0,2013-01-27
30001,ORL,DET,DET,ORL,52f30f8f1b343268116792a1,2013-01-27
30002,BRK,ORL,BRK,ORL,52f30f901b343268116792a2,2013-01-28
30003,CHI,CHA,CHI,CHA,52f30f911b343268116792a3,2013-01-28
30004,DEN,IND,DEN,IND,52f30f921b343268116792a4,2013-01-28
30005,PHI,MEM,MEM,PHI,52f30f931b343268116792a5,2013-01-28
30006,TOR,GSW,GSW,TOR,52f30f941b343268116792a6,2013-01-28
30007,UTA,HOU,HOU,UTA,52f30f951b343268116792a7,2013-01-28
30008,WAS,SAC,SAC,WAS,52f30f961b343268116792a8,2013-01-28
30009,CLE,GSW,GSW,CLE,52f30f961b343268116792a9,2013-01-29
30010,DET,MIL,MIL,DET,52f30f971b343268116792aa,2013-01-29
30011,LAL,NOH,LAL,NOH,52f30f981b343268116792ab,2013-01-29
30012,POR,DAL,POR,DAL,52f30f991b343268116792ac,2013-01-29
30013,ATL,TOR,ATL,TOR,52f30f9a1b343268116792ad,2013-01-30
30014,BOS,SAC,BOS,SAC,52f30f9b1b343268116792ae,2013-01-30
30015,BRK,MIA,MIA,BRK,52f30f9c1b343268116792af,2013-01-30
30016,DEN,HOU,DEN,HOU,52f30f9d1b343268116792b0,2013-01-30
30017,IND,DET,IND,DET,52f30f9e1b343268116792b1,2013-01-30
30018,MIL,CHI,CHI,MIL,52f30f9f1b343268116792b2,2013-01-30
30019,MIN,LAC,LAC,MIN,52f30fa01b343268116792b3,2013-01-30
30020,PHI,WAS,PHI,WAS,52f30fa31b343268116792b5,2013-01-30
30021,IND,MIN,IND,MIN,52f310dc1b343268116793d1,2013-03-13
30022,LAC,MEM,MEM,LAC,52f310dd1b343268116793d2,2013-03-13
30023,BRK,ATL,ATL,BRK,52f310fb1b343268116793e9,2013-03-17
30024,ATL,MIL,ATL,MIL,52f311151b34326811679400,2013-03-20
30025,CHA,TOR,CHA,TOR,52f311161b34326811679401,2013-03-20
30026,CLE,MIA,MIA,CLE,52f311171b34326811679402,2013-03-20
30027,DAL,BRK,BRK,DAL,52f311181b34326811679403,2013-03-20
30028,HOU,UTA,HOU,UTA,52f311191b34326811679404,2013-03-20
30029,LAC,PHI,LAC,PHI,52f3111a1b34326811679405,2013-03-20
30030,MEM,OKC,MEM,OKC,52f3111b1b34326811679406,2013-03-20
30031,NOH,BOS,NOH,BOS,52f3111c1b34326811679407,2013-03-20
30032,NYK,ORL,NYK,ORL,52f3111d1b34326811679408,2013-03-20
30033,PHO,WAS,WAS,PHO,52f3111e1b34326811679409,2013-03-20
30034,SAS,GSW,SAS,GSW,52f3111f1b3432681167940a,2013-03-20
30035,CHI,POR,POR,CHI,52f3111f1b3432681167940b,2013-03-21
30036,DEN,PHI,DEN,PHI,52f311201b3432681167940c,2013-03-21
30037,SAC,MIN,SAC,MIN,52f311211b3432681167940d,2013-03-21
30038,ATL,POR,POR,ATL,52f311231b3432681167940e,2013-03-22
30039,DAL,BOS,DAL,BOS,52f311241b3432681167940f,2013-03-22
30040,HOU,CLE,HOU,CLE,52f311251b34326811679410,2013-03-22
30041,IND,MIL,IND,MIL,52f311261b34326811679411,2013-03-22
30042,LAL,WAS,WAS,LAL,52f311271b34326811679412,2013-03-22
30043,NOH,MEM,NOH,MEM,52f311291b34326811679414,2013-03-22
30044,SAS,UTA,SAS,UTA,52f3112d1b34326811679417,2013-03-22
30045,TOR,NYK,NYK,TOR,52f3112e1b34326811679418,2013-03-22
30046,CHA,DET,DET,CHA,52f3112f1b34326811679419,2013-03-23
30047,CHI,IND,CHI,IND,52f311301b3432681167941a,2013-03-23
30048,DEN,SAC,DEN,SAC,52f311301b3432681167941b,2013-03-23
30049,GSW,WAS,GSW,WAS,52f311311b3432681167941c,2013-03-23
30050,LAC,BRK,LAC,BRK,52f311321b3432681167941d,2013-03-23
30051,MEM,BOS,MEM,BOS,52f311331b3432681167941e,2013-03-23
30052,NYK,TOR,NYK,TOR,52f311341b3432681167941f,2013-03-23
30053,DAL,UTA,DAL,UTA,52f311351b34326811679420,2013-03-24
30054,HOU,SAS,HOU,SAS,52f311361b34326811679421,2013-03-24
30055,MIA,CHA,MIA,CHA,52f311371b34326811679422,2013-03-24
30056,MIL,ATL,ATL,MIL,52f311371b34326811679423,2013-03-24
30057,MIN,CHI,CHI,MIN,52f311381b34326811679424,2013-03-24
30058,OKC,POR,OKC,POR,52f311391b34326811679425,2013-03-24
30059,PHO,BRK,BRK,PHO,52f3113a1b34326811679426,2013-03-24
30060,SAC,PHI,PHI,SAC,52f3113b1b34326811679427,2013-03-24
30061,GSW,LAL,GSW,LAL,52f3113c1b34326811679428,2013-03-25
30062,IND,ATL,IND,ATL,52f3113d1b34326811679429,2013-03-25
30063,NOH,DEN,NOH,DEN,52f3113e1b3432681167942a,2013-03-25
30064,ORL,MIA,MIA,ORL,52f311401b3432681167942b,2013-03-25
30065,UTA,PHI,UTA,PHI,52f311421b3432681167942c,2013-03-25
30066,WAS,MEM,WAS,MEM,52f311441b3432681167942d,2013-03-25
30067,PHO,LAL,PHO,LAL,52f30fa41b343268116792b6,2013-01-30
30068,SAS,CHA,SAS,CHA,52f30fa51b343268116792b7,2013-01-30
30069,UTA,NOH,UTA,NOH,52f30fa71b343268116792b8,2013-01-30
30070,GSW,DAL,GSW,DAL,52f30faa1b343268116792b9,2013-01-31
30071,OKC,MEM,OKC,MEM,52f30fac1b343268116792ba,2013-01-31
30072,BOS,ORL,BOS,ORL,52f30fad1b343268116792bb,2013-02-01
30073,BRK,CHI,BRK,CHI,52f30fae1b343268116792bc,2013-02-01
30074,DEN,NOH,DEN,NOH,52f30faf1b343268116792bd,2013-02-01
30075,DET,CLE,DET,CLE,52f30fb01b343268116792be,2013-02-01
30076,IND,MIA,IND,MIA,52f30fb21b343268116792bf,2013-02-01
30077,MEM,WAS,MEM,WAS,52f30fb31b343268116792c0,2013-02-01
30078,MIN,LAL,LAL,MIN,52f30fb41b343268116792c1,2013-02-01
30079,NYK,MIL,NYK,MIL,52f30fb51b343268116792c2,2013-02-01
30080,PHI,SAC,PHI,SAC,52f30fb61b343268116792c3,2013-02-01
30081,PHO,DAL,DAL,PHO,52f30fb71b343268116792c4,2013-02-01
30082,TOR,LAC,TOR,LAC,52f30fb81b343268116792c5,2013-02-01
30083,UTA,POR,UTA,POR,52f30fb91b343268116792c6,2013-02-01
30084,CLE,OKC,CLE,OKC,52f30fbb1b343268116792c8,2013-02-02
30085,DAL,POR,DAL,POR,52f30fd51b343268116792e2,2013-02-06
30086,DET,BRK,BRK,DET,52f30fd61b343268116792e3,2013-02-06
30087,MIA,HOU,MIA,HOU,52f30fd71b343268116792e4,2013-02-06
30088,MIN,SAS,SAS,MIN,52f30fda1b343268116792e5,2013-02-06
30089,NOH,PHO,NOH,PHO,52f30fdb1b343268116792e6,2013-02-06
30090,OKC,GSW,OKC,GSW,52f30fdc1b343268116792e7,2013-02-06
30091,ORL,LAC,LAC,ORL,52f30fdd1b343268116792e8,2013-02-06
30092,PHI,IND,IND,PHI,52f30fde1b343268116792e9,2013-02-06
30093,TOR,BOS,BOS,TOR,52f30fdf1b343268116792ea,2013-02-06
30094,UTA,MIL,UTA,MIL,52f30fe01b343268116792eb,2013-02-06
30095,WAS,NYK,WAS,NYK,52f30fe11b343268116792ec,2013-02-06
30096,BOS,LAL,BOS,LAL,52f30fe21b343268116792ed,2013-02-07
30097,DEN,CHI,DEN,CHI,52f30fe41b343268116792ee,2013-02-07
30098,ATL,NOH,NOH,ATL,52f30fe51b343268116792ef,2013-02-08
30099,CHA,LAL,LAL,CHA,52f30fe51b343268116792f0,2013-02-08
30100,CLE,ORL,CLE,ORL,52f30fe61b343268116792f1,2013-02-08
30101,MIA,LAC,MIA,LAC,52f30feb1b343268116792f6,2013-02-08
30102,MIN,NYK,NYK,MIN,52f30fed1b343268116792f7,2013-02-08
30103,OKC,PHO,OKC,PHO,52f30fee1b343268116792f8,2013-02-08
30104,UTA,CHI,CHI,UTA,52f30fef1b343268116792f9,2013-02-08
30105,WAS,BRK,WAS,BRK,52f30ff01b343268116792fa,2013-02-08
30106,CLE,DEN,DEN,CLE,52f30ff11b343268116792fb,2013-02-09
30107,DAL,GSW,DAL,GSW,52f30ff21b343268116792fc,2013-02-09
30108,MIL,DET,DET,MIL,52f30ff31b343268116792fd,2013-02-09
30109,PHI,CHA,PHI,CHA,52f30ff51b343268116792fe,2013-02-09
30110,SAC,UTA,SAC,UTA,52f30ff51b343268116792ff,2013-02-09
30111,BOS,DEN,BOS,DEN,52f30ff61b34326811679300,2013-02-10
30112,BRK,SAS,SAS,BRK,52f30ff81b34326811679301,2013-02-10
30113,MEM,MIN,MEM,MIN,52f30ff91b34326811679302,2013-02-10
30114,MIA,LAL,MIA,LAL,52f30ffa1b34326811679303,2013-02-10
30115,NYK,LAC,LAC,NYK,52f30ffb1b34326811679304,2013-02-10
30116,ORL,POR,ORL,POR,52f30ffc1b34326811679305,2013-02-10
30117,LAC,HOU,LAC,HOU,52f310141b3432681167931d,2013-02-13
30118,MIL,PHI,MIL,PHI,52f310151b3432681167931e,2013-02-13
30119,MIN,UTA,UTA,MIN,52f310161b3432681167931f,2013-02-13
30120,NOH,POR,NOH,POR,52f310181b34326811679320,2013-02-13
30121,NYK,TOR,TOR,NYK,52f310191b34326811679321,2013-02-13
30122,ORL,ATL,ATL,ORL,52f3101a1b34326811679322,2013-02-13
30123,LAL,LAC,LAC,LAL,52f3101b1b34326811679323,2013-02-14
30124,OKC,MIA,MIA,OKC,52f3101c1b34326811679324,2013-02-14
30125,BRK,MIL,BRK,MIL,52f3101d1b34326811679325,2013-02-19
30126,DEN,BOS,DEN,BOS,52f3101e1b34326811679326,2013-02-19
30127,DET,MEM,MEM,DET,52f3101f1b34326811679327,2013-02-19
30128,NOH,CHI,CHI,NOH,52f310201b34326811679328,2013-02-19
30129,ORL,CHA,CHA,ORL,52f310221b34326811679329,2013-02-19
30130,POR,PHO,PHO,POR,52f310231b3432681167932a,2013-02-19
30131,SAC,SAS,SAS,SAC,52f310251b3432681167932b,2013-02-19
30132,UTA,GSW,UTA,GSW,52f310261b3432681167932c,2013-02-19
30133,LAC,UTA,LAC,UTA,52f310481b34326811679349,2013-02-23
30134,MIL,ATL,ATL,MIL,52f310491b3432681167934a,2013-02-23
30135,BRK,MEM,MEM,BRK,52f3104d1b3432681167934e,2013-02-24
30136,DAL,LAL,LAL,DAL,52f3104e1b3432681167934f,2013-02-24
30137,MIA,CLE,MIA,CLE,52f3104f1b34326811679350,2013-02-24
30138,MIN,GSW,GSW,MIN,52f310501b34326811679351,2013-02-24
30139,NOH,SAC,NOH,SAC,52f310511b34326811679352,2013-02-24
30140,NYK,PHI,NYK,PHI,52f310521b34326811679353,2013-02-24
30141,OKC,CHI,OKC,CHI,52f310531b34326811679354,2013-02-24
30142,CLE,BOS,BOS,CLE,52f3114e1b34326811679433,2013-03-27
30143,PHO,SAS,SAS,PHO,52f310551b34326811679355,2013-02-24
30144,NYK,CHA,NYK,CHA,52f311701b34326811679449,2013-03-29
30145,ORL,WAS,ORL,WAS,52f311721b3432681167944a,2013-03-29
30146,POR,BOS,POR,BOS,52f310551b34326811679356,2013-02-24
30147,POR,UTA,UTA,POR,52f311731b3432681167944b,2013-03-29
30148,DEN,LAL,DEN,LAL,52f310561b34326811679357,2013-02-25
30149,SAS,LAC,SAS,LAC,52f311731b3432681167944c,2013-03-29
30150,DET,ATL,ATL,DET,52f310571b34326811679358,2013-02-25
30151,ATL,ORL,ATL,ORL,52f311751b3432681167944d,2013-03-30
30152,DAL,CHI,DAL,CHI,52f311771b3432681167944e,2013-03-30
30153,UTA,CHA,UTA,CHA,52f310791b3432681167937a,2013-03-01
30154,GSW,POR,GSW,POR,52f311781b3432681167944f,2013-03-30
30155,NOH,ORL,ORL,NOH,52f3108c1b3432681167938e,2013-03-04
30156,HOU,LAC,HOU,LAC,52f3117a1b34326811679450,2013-03-30
30157,POR,CHA,POR,CHA,52f3108d1b3432681167938f,2013-03-04
30158,OKC,LAL,OKC,LAL,52f3108e1b34326811679390,2013-03-05
30159,MIL,OKC,OKC,MIL,52f3117b1b34326811679451,2013-03-30
30160,MIN,MEM,MEM,MIN,52f3117c1b34326811679452,2013-03-30
30161,PHI,BOS,BOS,PHI,52f3108f1b34326811679391,2013-03-05
30162,PHI,CHA,PHI,CHA,52f3117d1b34326811679453,2013-03-30
30163,PHO,IND,IND,PHO,52f3117f1b34326811679454,2013-03-30
30164,SAC,DEN,DEN,SAC,52f310901b34326811679392,2013-03-05
30165,ATL,PHI,ATL,PHI,52f310911b34326811679393,2013-03-06
30166,SAC,LAL,LAL,SAC,52f311801b34326811679455,2013-03-30
30167,CHA,BRK,BRK,CHA,52f310921b34326811679394,2013-03-06
30168,CLE,UTA,CLE,UTA,52f310931b34326811679395,2013-03-06
30169,UTA,BRK,UTA,BRK,52f311811b34326811679456,2013-03-30
30170,CHI,DET,CHI,DET,52f311821b34326811679457,2013-03-31
30171,DAL,HOU,DAL,HOU,52f310941b34326811679396,2013-03-06
30172,NOH,CLE,NOH,CLE,52f311831b34326811679458,2013-03-31
30173,NYK,BOS,NYK,BOS,52f311841b34326811679459,2013-03-31
30174,SAS,MIA,MIA,SAS,52f311851b3432681167945a,2013-03-31
30175,WAS,TOR,WAS,TOR,52f311861b3432681167945b,2013-03-31
30176,ATL,CLE,ATL,CLE,52f311871b3432681167945c,2013-04-01
30177,HOU,ORL,HOU,ORL,52f311881b3432681167945d,2013-04-01
30178,LAC,IND,IND,LAC,52f311891b3432681167945e,2013-04-01
30179,MEM,SAS,MEM,SAS,52f311891b3432681167945f,2013-04-01
30180,MIL,CHA,MIL,CHA,52f3118a1b34326811679460,2013-04-01
30181,MIN,BOS,MIN,BOS,52f3118b1b34326811679461,2013-04-01
30182,TOR,DET,DET,TOR,52f3118c1b34326811679462,2013-04-01
30183,UTA,POR,UTA,POR,52f3118d1b34326811679463,2013-04-01
30184,LAL,DAL,LAL,DAL,52f3118d1b34326811679464,2013-04-02
30185,MIA,NYK,NYK,MIA,52f3118e1b34326811679465,2013-04-02
30186,WAS,CHI,WAS,CHI,52f3118f1b34326811679466,2013-04-02
30187,ATL,NYK,NYK,ATL,52f311901b34326811679467,2013-04-03
30188,BOS,DET,BOS,DET,52f311911b34326811679468,2013-04-03
