,t_home,t_away,t_win,t_loss,gameUID,date
23743,WAS,PHI,WAS,PHI,52f2f2dc90a4948418328366,2009-11-24
23744,IND,DAL,DAL,IND,52f2f2ea90a494841832837a,2009-11-27
23745,MIA,WAS,WAS,MIA,52f2f2ea90a494841832837b,2009-11-27
23746,MIN,PHO,PHO,MIN,52f2f2eb90a494841832837c,2009-11-27
23747,OKC,MIL,OKC,MIL,52f2f2ec90a494841832837d,2009-11-27
23748,PHI,ATL,ATL,PHI,52f2f2ec90a494841832837e,2009-11-27
23749,POR,MEM,MEM,POR,52f2f2ed90a494841832837f,2009-11-27
23750,SAC,NJN,SAC,NJN,52f2f2ee90a4948418328380,2009-11-27
23751,CLE,DAL,CLE,DAL,52f2f2ee90a4948418328381,2009-11-28
23752,GSW,LAL,LAL,GSW,52f2f2ef90a4948418328382,2009-11-28
23753,MIL,ORL,ORL,MIL,52f2f2f090a4948418328383,2009-11-28
23754,UTA,POR,UTA,POR,52f2f2f090a4948418328384,2009-11-28
23755,WAS,CHA,CHA,WAS,52f2f2f190a4948418328385,2009-11-28
23756,DEN,MIN,MIN,DEN,52f2f2f190a4948418328386,2009-11-29
23757,DET,ATL,DET,ATL,52f2f2f290a4948418328387,2009-11-29
23758,LAC,MEM,LAC,MEM,52f2f2f390a4948418328388,2009-11-29
23759,LAL,NJN,LAL,NJN,52f2f2f390a4948418328389,2009-11-29
23760,MIA,BOS,BOS,MIA,52f2f2f490a494841832838a,2009-11-29
23761,NYK,ORL,ORL,NYK,52f2f2f590a494841832838b,2009-11-29
23762,OKC,HOU,HOU,OKC,52f2f2f590a494841832838c,2009-11-29
23763,SAC,NOH,SAC,NOH,52f2f2f690a494841832838d,2009-11-29
23764,SAS,PHI,SAS,PHI,52f2f2f790a494841832838e,2009-11-29
23765,TOR,PHO,PHO,TOR,52f2f2f790a494841832838f,2009-11-29
23766,DAL,PHI,DAL,PHI,52f2f2f890a4948418328390,2009-11-30
23767,GSW,IND,GSW,IND,52f2f2f990a4948418328391,2009-11-30
23768,MIL,CHI,MIL,CHI,52f2f2f990a4948418328392,2009-11-30
23769,UTA,MEM,UTA,MEM,52f2f2fa90a4948418328393,2009-11-30
23770,CHA,BOS,BOS,CHA,52f2f2fb90a4948418328394,2009-12-01
23771,DEN,GSW,DEN,GSW,52f2f2fb90a4948418328395,2009-12-01
23772,LAL,NOH,LAL,NOH,52f2f2fc90a4948418328396,2009-12-01
23773,NYK,PHO,NYK,PHO,52f2f2fc90a4948418328397,2009-12-01
23774,POR,MIA,MIA,POR,52f2f2fd90a4948418328398,2009-12-01
23775,TOR,WAS,WAS,TOR,52f2f2fe90a4948418328399,2009-12-01
23776,ATL,TOR,ATL,TOR,52f2f2fe90a494841832839a,2009-12-02
23777,CHI,DET,CHI,DET,52f2f2ff90a494841832839b,2009-12-02
23778,CLE,PHO,CLE,PHO,52f2f30090a494841832839c,2009-12-02
23779,LAC,HOU,HOU,LAC,52f2f30090a494841832839d,2009-12-02
23780,MIN,MEM,MEM,MIN,52f2f30190a494841832839e,2009-12-02
23781,NJN,DAL,DAL,NJN,52f2f30290a494841832839f,2009-12-02
23782,OKC,PHI,OKC,PHI,52f2f30390a49484183283a0,2009-12-02
23783,ORL,NYK,ORL,NYK,52f2f30490a49484183283a1,2009-12-02
23784,SAC,IND,SAC,IND,52f2f30590a49484183283a2,2009-12-02
23785,WAS,MIL,WAS,MIL,52f2f30590a49484183283a3,2009-12-02
23786,DEN,MIA,DEN,MIA,52f2f30690a49484183283a4,2009-12-03
23787,GSW,HOU,HOU,GSW,52f2f30790a49484183283a5,2009-12-03
23835,SAS,BOS,BOS,SAS,52f2f30790a49484183283a6,2009-12-03
23836,ATL,NYK,NYK,ATL,52f2f30890a49484183283a7,2009-12-04
23837,CLE,CHI,CLE,CHI,52f2f30990a49484183283a8,2009-12-04
23838,MEM,DAL,MEM,DAL,52f2f30b90a49484183283ab,2009-12-04
23839,NJN,CHA,NJN,CHA,52f2f30b90a49484183283ac,2009-12-04
23840,NOH,MIN,NOH,MIN,52f2f30c90a49484183283ad,2009-12-04
23841,OKC,BOS,BOS,OKC,52f2f30d90a49484183283ae,2009-12-04
23842,UTA,IND,UTA,IND,52f2f30d90a49484183283af,2009-12-04
23843,WAS,TOR,TOR,WAS,52f2f30e90a49484183283b0,2009-12-04
23844,CHA,PHI,CHA,PHI,52f2f30e90a49484183283b1,2009-12-05
23845,CHI,TOR,TOR,CHI,52f2f30f90a49484183283b2,2009-12-05
23846,DAL,ATL,ATL,DAL,52f2f31090a49484183283b3,2009-12-05
23847,GSW,ORL,ORL,GSW,52f2f31090a49484183283b4,2009-12-05
23848,LAC,IND,LAC,IND,52f2f31190a49484183283b5,2009-12-05
23849,MIN,UTA,MIN,UTA,52f2f31290a49484183283b6,2009-12-05
23850,PHO,SAC,PHO,SAC,52f2f31290a49484183283b7,2009-12-05
23851,POR,HOU,POR,HOU,52f2f31390a49484183283b8,2009-12-05
23852,SAS,DEN,DEN,SAS,52f2f31490a49484183283b9,2009-12-05
23853,DET,WAS,DET,WAS,52f2f31490a49484183283ba,2009-12-06
23854,LAL,PHO,LAL,PHO,52f2f31590a49484183283bb,2009-12-06
23855,MIL,CLE,CLE,MIL,52f2f31690a49484183283bc,2009-12-06
23856,SAC,MIA,MIA,SAC,52f2f31790a49484183283be,2009-12-06
23857,NYK,POR,NYK,POR,52f2f31890a49484183283bf,2009-12-07
23858,OKC,GSW,OKC,GSW,52f2f31890a49484183283c0,2009-12-07
23859,PHI,DEN,DEN,PHI,52f2f31990a49484183283c1,2009-12-07
23860,UTA,SAS,UTA,SAS,52f2f31990a49484183283c2,2009-12-07
23861,BOS,MIL,BOS,MIL,52f2f31a90a49484183283c3,2009-12-08
23862,CHA,DEN,CHA,DEN,52f2f31b90a49484183283c4,2009-12-08
23863,CHI,NJN,NJN,CHI,52f2f31b90a49484183283c5,2009-12-08
23864,DAL,PHO,DAL,PHO,52f2f31c90a49484183283c6,2009-12-08
23865,LAC,ORL,ORL,LAC,52f2f31d90a49484183283c7,2009-12-08
23866,MEM,CLE,MEM,CLE,52f2f31d90a49484183283c8,2009-12-08
23867,NOH,SAC,NOH,SAC,52f2f31e90a49484183283c9,2009-12-08
23868,TOR,MIN,TOR,MIN,52f2f31f90a49484183283ca,2009-12-08
23869,ATL,CHI,ATL,CHI,52f2f31f90a49484183283cb,2009-12-09
23870,HOU,CLE,HOU,CLE,52f2f32090a49484183283cc,2009-12-09
23871,IND,POR,POR,IND,52f2f32190a49484183283cd,2009-12-09
23872,LAL,UTA,LAL,UTA,52f2f32190a49484183283ce,2009-12-09
23873,MIL,TOR,MIL,TOR,52f2f32290a49484183283cf,2009-12-09
23874,MIN,NOH,NOH,MIN,52f2f32390a49484183283d0,2009-12-09
23875,NJN,GSW,GSW,NJN,52f2f32390a49484183283d1,2009-12-09
23876,PHI,DET,DET,PHI,52f2f32490a49484183283d2,2009-12-09
23877,DEN,PHO,DEN,PHO,52f2f33090a49484183283e4,2009-12-12
23878,DET,GSW,DET,GSW,52f2f33090a49484183283e5,2009-12-12
23879,MIL,POR,MIL,POR,52f2f33190a49484183283e6,2009-12-12
23880,SAC,MIN,SAC,MIN,52f2f33190a49484183283e7,2009-12-12
23881,UTA,LAL,UTA,LAL,52f2f33290a49484183283e8,2009-12-12
23929,WAS,IND,IND,WAS,52f2f33390a49484183283e9,2009-12-12
23930,ATL,NJN,ATL,NJN,52f2f33390a49484183283ea,2009-12-13
23931,LAC,SAS,SAS,LAC,52f2f33490a49484183283eb,2009-12-13
23932,MIA,MEM,MEM,MIA,52f2f33590a49484183283ec,2009-12-13
23933,OKC,CLE,CLE,OKC,52f2f33590a49484183283ed,2009-12-13
23934,TOR,HOU,TOR,HOU,52f2f33690a49484183283ee,2009-12-13
23935,DAL,NOH,DAL,NOH,52f2f33790a49484183283ef,2009-12-14
23936,DEN,OKC,DEN,OKC,52f2f33790a49484183283f0,2009-12-14
23937,LAC,WAS,LAC,WAS,52f2f33890a49484183283f1,2009-12-14
23938,MEM,BOS,BOS,MEM,52f2f33990a49484183283f2,2009-12-14
23939,ORL,IND,ORL,IND,52f2f33990a49484183283f3,2009-12-14
23940,CHA,NYK,CHA,NYK,52f2f33b90a49484183283f6,2009-12-15
23941,CLE,NJN,CLE,NJN,52f2f33d90a49484183283f8,2009-12-15
23942,HOU,DET,HOU,DET,52f2f33d90a49484183283f9,2009-12-15
23943,PHO,SAS,PHO,SAS,52f2f33f90a49484183283fb,2009-12-15
23944,POR,SAC,POR,SAC,52f2f33f90a49484183283fc,2009-12-15
23945,ATL,MEM,ATL,MEM,52f2f34090a49484183283fd,2009-12-16
23946,DEN,HOU,DEN,HOU,52f2f34190a49484183283fe,2009-12-16
23947,GSW,SAS,SAS,GSW,52f2f34190a49484183283ff,2009-12-16
23948,IND,CHA,IND,CHA,52f2f34290a4948418328400,2009-12-16
23949,MIL,LAL,LAL,MIL,52f2f34390a4948418328401,2009-12-16
23950,MIN,LAC,LAC,MIN,52f2f34590a4948418328402,2009-12-16
23951,NJN,UTA,UTA,NJN,52f2f34690a4948418328403,2009-12-16
23952,NOH,DET,NOH,DET,52f2f34790a4948418328404,2009-12-16
23953,OKC,DAL,DAL,OKC,52f2f34790a4948418328405,2009-12-16
23954,ORL,TOR,ORL,TOR,52f2f34890a4948418328406,2009-12-16
23955,PHI,CLE,CLE,PHI,52f2f34990a4948418328407,2009-12-16
23956,SAC,WAS,SAC,WAS,52f2f34990a4948418328408,2009-12-16
23957,CHI,NYK,CHI,NYK,52f2f34a90a4948418328409,2009-12-17
23958,MIA,ORL,MIA,ORL,52f2f34b90a494841832840a,2009-12-17
23959,POR,PHO,POR,PHO,52f2f34b90a494841832840b,2009-12-17
23960,ATL,UTA,ATL,UTA,52f2f34c90a494841832840c,2009-12-18
23961,SAS,IND,SAS,IND,52f2f35a90a494841832841f,2009-12-19
23962,BOS,MIN,BOS,MIN,52f2f35b90a4948418328420,2009-12-20
23963,DAL,CLE,DAL,CLE,52f2f35b90a4948418328421,2009-12-20
23964,DET,LAL,LAL,DET,52f2f35c90a4948418328422,2009-12-20
23965,MEM,DEN,MEM,DEN,52f2f35d90a4948418328423,2009-12-20
23966,MIA,POR,POR,MIA,52f2f35d90a4948418328424,2009-12-20
23967,NYK,CHA,NYK,CHA,52f2f35e90a4948418328425,2009-12-20
23968,TOR,NOH,TOR,NOH,52f2f35f90a4948418328426,2009-12-20
23969,CHI,SAC,SAC,CHI,52f2f36090a4948418328427,2009-12-21
23970,IND,MIL,MIL,IND,52f2f36090a4948418328428,2009-12-21
23971,ORL,UTA,ORL,UTA,52f2f36190a4948418328429,2009-12-21
23972,PHO,CLE,CLE,PHO,52f2f36290a494841832842a,2009-12-21
23973,SAS,LAC,SAS,LAC,52f2f36290a494841832842b,2009-12-21
23974,BOS,IND,BOS,IND,52f2f36390a494841832842c,2009-12-22
24022,CHA,DET,CHA,DET,52f2f36490a494841832842d,2009-12-22
24023,DAL,POR,POR,DAL,52f2f36590a494841832842e,2009-12-22
24024,HOU,LAC,HOU,LAC,52f2f36590a494841832842f,2009-12-22
24025,LAL,OKC,LAL,OKC,52f2f36690a4948418328430,2009-12-22
24026,MEM,GSW,MEM,GSW,52f2f36790a4948418328431,2009-12-22
24027,MIN,ATL,ATL,MIN,52f2f36790a4948418328432,2009-12-22
24028,NYK,CHI,NYK,CHI,52f2f36890a4948418328433,2009-12-22
24029,WAS,PHI,WAS,PHI,52f2f36990a4948418328434,2009-12-22
24030,DEN,ATL,DEN,ATL,52f2f36a90a4948418328435,2009-12-23
24031,DET,TOR,TOR,DET,52f2f36a90a4948418328436,2009-12-23
24032,MIA,UTA,MIA,UTA,52f2f36b90a4948418328437,2009-12-23
24033,MIL,WAS,WAS,MIL,52f2f36c90a4948418328438,2009-12-23
24034,NJN,MIN,MIN,NJN,52f2f36d90a4948418328439,2009-12-23
24035,NOH,GSW,NOH,GSW,52f2f36d90a494841832843a,2009-12-23
24036,ORL,HOU,ORL,HOU,52f2f36e90a494841832843b,2009-12-23
24037,LAC,BOS,LAC,BOS,52f2f37d90a4948418328450,2009-12-27
24038,MIA,IND,MIA,IND,52f2f37e90a4948418328451,2009-12-27
24039,NYK,SAS,SAS,NYK,52f2f37e90a4948418328452,2009-12-27
24040,TOR,DET,TOR,DET,52f2f37f90a4948418328453,2009-12-27
24041,CHA,MIL,CHA,MIL,52f2f38090a4948418328454,2009-12-28
24042,GSW,BOS,GSW,BOS,52f2f38190a4948418328455,2009-12-28
24043,MEM,WAS,MEM,WAS,52f2f38190a4948418328456,2009-12-28
24044,NJN,OKC,OKC,NJN,52f2f38290a4948418328457,2009-12-28
24045,PHO,LAL,PHO,LAL,52f2f38390a4948418328458,2009-12-28
24046,POR,PHI,PHI,POR,52f2f38390a4948418328459,2009-12-28
24047,SAC,DEN,SAC,DEN,52f2f38490a494841832845a,2009-12-28
24048,ATL,CLE,CLE,ATL,52f2f38590a494841832845b,2009-12-29
24049,CHI,IND,CHI,IND,52f2f38690a494841832845c,2009-12-29
24050,DET,NYK,NYK,DET,52f2f38690a494841832845d,2009-12-29
24051,HOU,NOH,HOU,NOH,52f2f38790a494841832845e,2009-12-29
24052,LAL,GSW,LAL,GSW,52f2f38890a494841832845f,2009-12-29
24053,SAS,MIN,SAS,MIN,52f2f38890a4948418328460,2009-12-29
24054,WAS,OKC,OKC,WAS,52f2f38990a4948418328461,2009-12-29
24055,MIA,CHA,CHA,MIA,52f2f39990a4948418328477,2010-01-02
24056,MIL,OKC,MIL,OKC,52f2f39a90a4948418328478,2010-01-02
24057,NJN,CLE,CLE,NJN,52f2f39a90a4948418328479,2010-01-02
24058,NOH,HOU,NOH,HOU,52f2f39b90a494841832847a,2010-01-02
24059,PHO,MEM,MEM,PHO,52f2f39c90a494841832847b,2010-01-02
24060,POR,GSW,POR,GSW,52f2f39c90a494841832847c,2010-01-02
24061,SAC,DAL,DAL,SAC,52f2f39d90a494841832847d,2010-01-02
24062,UTA,DEN,DEN,UTA,52f2f39e90a494841832847e,2010-01-02
24063,WAS,SAS,SAS,WAS,52f2f39f90a494841832847f,2010-01-02
24064,CLE,CHA,CHA,CLE,52f2f39f90a4948418328480,2010-01-03
24065,DEN,PHI,PHI,DEN,52f2f3a090a4948418328481,2010-01-03
24066,LAL,DAL,LAL,DAL,52f2f3a190a4948418328482,2010-01-03
24067,NYK,IND,NYK,IND,52f2f3a190a4948418328483,2010-01-03
24068,TOR,SAS,TOR,SAS,52f2f3a290a4948418328484,2010-01-03
24116,CHI,OKC,OKC,CHI,52f2f3a390a4948418328485,2010-01-04
24117,LAC,POR,LAC,POR,52f2f3a490a4948418328486,2010-01-04
24118,MIA,ATL,MIA,ATL,52f2f3a490a4948418328487,2010-01-04
24119,UTA,NOH,NOH,UTA,52f2f3a590a4948418328488,2010-01-04
24120,CHA,CHI,CHA,CHI,52f2f3a690a4948418328489,2010-01-05
24121,DAL,DET,DAL,DET,52f2f3a690a494841832848a,2010-01-05
24122,DEN,GSW,DEN,GSW,52f2f3a790a494841832848b,2010-01-05
24123,IND,ORL,IND,ORL,52f2f3a890a494841832848c,2010-01-05
24124,LAL,HOU,LAL,HOU,52f2f3a990a494841832848d,2010-01-05
24125,NJN,MIL,MIL,NJN,52f2f3a990a494841832848e,2010-01-05
24126,PHI,WAS,WAS,PHI,52f2f3aa90a494841832848f,2010-01-05
24127,ATL,NJN,ATL,NJN,52f2f3ac90a4948418328492,2010-01-06
24128,CLE,WAS,CLE,WAS,52f2f3ad90a4948418328493,2010-01-06
24129,LAC,LAL,LAC,LAL,52f2f3ae90a4948418328494,2010-01-06
24130,MIA,BOS,BOS,MIA,52f2f3ae90a4948418328495,2010-01-06
24131,MIN,GSW,GSW,MIN,52f2f3af90a4948418328496,2010-01-06
24132,OKC,NOH,NOH,OKC,52f2f3b090a4948418328497,2010-01-06
24133,ORL,TOR,TOR,ORL,52f2f3b190a4948418328498,2010-01-06
24134,PHO,HOU,PHO,HOU,52f2f3b190a4948418328499,2010-01-06
24135,SAS,DET,SAS,DET,52f2f3b290a494841832849a,2010-01-06
24136,UTA,MEM,UTA,MEM,52f2f3b390a494841832849b,2010-01-06
24137,NYK,CHA,NYK,CHA,52f2f3b390a494841832849c,2010-01-07
24138,ATL,BOS,ATL,BOS,52f2f3b490a494841832849d,2010-01-08
24139,DEN,CLE,DEN,CLE,52f2f3b590a494841832849e,2010-01-08
24140,GSW,SAC,GSW,SAC,52f2f3b690a494841832849f,2010-01-08
24141,MEM,UTA,MEM,UTA,52f2f3b690a49484183284a0,2010-01-08
24142,MIL,CHI,MIL,CHI,52f2f3b790a49484183284a1,2010-01-08
24143,MIN,IND,MIN,IND,52f2f3b890a49484183284a2,2010-01-08
24144,NOH,NJN,NOH,NJN,52f2f3b890a49484183284a3,2010-01-08
24145,PHI,TOR,TOR,PHI,52f2f3b990a49484183284a4,2010-01-08
24146,PHO,MIA,MIA,PHO,52f2f3ba90a49484183284a5,2010-01-08
24147,PHI,NOH,PHI,NOH,52f2f3cc90a49484183284bd,2010-01-11
24148,PHO,MIL,PHO,MIL,52f2f3cd90a49484183284be,2010-01-11
24149,UTA,MIA,UTA,MIA,52f2f3ce90a49484183284bf,2010-01-11
24150,CHA,HOU,CHA,HOU,52f2f3ce90a49484183284c0,2010-01-12
24151,MEM,LAC,MEM,LAC,52f2f3cf90a49484183284c1,2010-01-12
24152,SAC,ORL,ORL,SAC,52f2f3d090a49484183284c2,2010-01-12
24153,SAS,LAL,SAS,LAL,52f2f3d090a49484183284c3,2010-01-12
24154,WAS,DET,DET,WAS,52f2f3d190a49484183284c4,2010-01-12
24155,ATL,WAS,ATL,WAS,52f2f3d290a49484183284c5,2010-01-13
24156,DAL,LAL,LAL,DAL,52f2f3d390a49484183284c6,2010-01-13
24157,DEN,ORL,DEN,ORL,52f2f3d390a49484183284c7,2010-01-13
24158,GSW,MIA,MIA,GSW,52f2f3d490a49484183284c8,2010-01-13
24159,HOU,MIN,HOU,MIN,52f2f3d590a49484183284c9,2010-01-13
24160,IND,PHO,IND,PHO,52f2f3d590a49484183284ca,2010-01-13
24161,NJN,BOS,BOS,NJN,52f2f3d690a49484183284cb,2010-01-13
24162,NOH,LAC,NOH,LAC,52f2f3d790a49484183284cc,2010-01-13
24210,OKC,SAS,SAS,OKC,52f2f3d890a49484183284cd,2010-01-13
24211,PHI,NYK,NYK,PHI,52f2f3d890a49484183284ce,2010-01-13
24212,POR,MIL,POR,MIL,52f2f3d990a49484183284cf,2010-01-13
24213,BOS,CHI,CHI,BOS,52f2f3da90a49484183284d0,2010-01-14
24214,ATL,PHO,ATL,PHO,52f2f3db90a49484183284d2,2010-01-15
24215,CHA,SAS,CHA,SAS,52f2f3dc90a49484183284d3,2010-01-15
24216,CHI,WAS,CHI,WAS,52f2f3dd90a49484183284d4,2010-01-15
24217,DAL,OKC,DAL,OKC,52f2f3dd90a49484183284d5,2010-01-15
24218,DET,NOH,DET,NOH,52f2f3de90a49484183284d6,2010-01-15
24219,GSW,MIL,MIL,GSW,52f2f3df90a49484183284d7,2010-01-15
24220,HOU,MIA,MIA,HOU,52f2f3e090a49484183284d8,2010-01-15
24221,LAL,LAC,LAL,LAC,52f2f3e090a49484183284d9,2010-01-15
24222,MEM,MIN,MEM,MIN,52f2f3e190a49484183284da,2010-01-15
24223,NJN,IND,IND,NJN,52f2f3e290a49484183284db,2010-01-15
24224,NYK,TOR,TOR,NYK,52f2f3e390a49484183284dc,2010-01-15
24225,PHI,SAC,PHI,SAC,52f2f3e490a49484183284dd,2010-01-15
24226,POR,ORL,POR,ORL,52f2f3e490a49484183284de,2010-01-15
24227,CHA,PHO,CHA,PHO,52f2f3e590a49484183284df,2010-01-16
24228,DET,NYK,DET,NYK,52f2f3e690a49484183284e0,2010-01-16
24229,IND,NOH,NOH,IND,52f2f3e790a49484183284e1,2010-01-16
24230,LAC,CLE,CLE,LAC,52f2f3e790a49484183284e2,2010-01-16
24231,MEM,SAS,MEM,SAS,52f2f3e890a49484183284e3,2010-01-16
24232,OKC,MIA,OKC,MIA,52f2f3e990a49484183284e4,2010-01-16
24233,MIN,OKC,OKC,MIN,52f2f3fb90a49484183284fd,2010-01-20
24234,NOH,MEM,NOH,MEM,52f2f3fb90a49484183284fe,2010-01-20
24235,ORL,IND,ORL,IND,52f2f3fc90a49484183284ff,2010-01-20
24236,PHI,POR,POR,PHI,52f2f3fd90a4948418328500,2010-01-20
24237,PHO,NJN,PHO,NJN,52f2f3fe90a4948418328501,2010-01-20
24238,SAS,UTA,UTA,SAS,52f2f3fe90a4948418328502,2010-01-20
24239,WAS,DAL,DAL,WAS,52f2f3ff90a4948418328503,2010-01-20
24240,CLE,LAL,CLE,LAL,52f2f40090a4948418328504,2010-01-21
24241,DEN,LAC,DEN,LAC,52f2f40090a4948418328505,2010-01-21
24242,ATL,CHA,ATL,CHA,52f2f40190a4948418328506,2010-01-22
24243,BOS,POR,BOS,POR,52f2f40290a4948418328507,2010-01-22
24244,DET,IND,IND,DET,52f2f40390a4948418328508,2010-01-22
24245,GSW,NJN,GSW,NJN,52f2f40390a4948418328509,2010-01-22
24246,MEM,OKC,MEM,OKC,52f2f40490a494841832850a,2010-01-22
24247,MIN,NOH,NOH,MIN,52f2f40590a494841832850b,2010-01-22
24248,NYK,LAL,LAL,NYK,52f2f40590a494841832850c,2010-01-22
24249,ORL,SAC,ORL,SAC,52f2f40690a494841832850d,2010-01-22
24250,PHI,DAL,PHI,DAL,52f2f40790a494841832850e,2010-01-22
24251,PHO,CHI,CHI,PHO,52f2f40890a494841832850f,2010-01-22
24252,SAS,HOU,HOU,SAS,52f2f40890a4948418328510,2010-01-22
24253,TOR,MIL,TOR,MIL,52f2f40990a4948418328511,2010-01-22
24254,WAS,MIA,MIA,WAS,52f2f40a90a4948418328512,2010-01-22
24255,CHA,ORL,ORL,CHA,52f2f40b90a4948418328513,2010-01-23
24719,CLE,OKC,CLE,OKC,52f2f40b90a4948418328514,2010-01-23
24720,DEN,NOH,DEN,NOH,52f2f40c90a4948418328515,2010-01-23
24721,IND,PHI,PHI,IND,52f2f40e90a4948418328518,2010-01-23
24722,MIA,SAC,MIA,SAC,52f2f40f90a4948418328519,2010-01-23
24723,MIL,MIN,MIL,MIN,52f2f41090a494841832851a,2010-01-23
24724,PHO,GSW,PHO,GSW,52f2f41090a494841832851b,2010-01-23
24725,UTA,NJN,UTA,NJN,52f2f41190a494841832851c,2010-01-23
24726,NYK,DAL,DAL,NYK,52f2f41290a494841832851d,2010-01-24
24727,TOR,LAL,TOR,LAL,52f2f41390a494841832851e,2010-01-24
24728,WAS,LAC,LAC,WAS,52f2f41390a494841832851f,2010-01-24
24729,BOS,LAC,BOS,LAC,52f2f41490a4948418328520,2010-01-25
24730,DEN,CHA,DEN,CHA,52f2f41590a4948418328521,2010-01-25
24731,HOU,ATL,ATL,HOU,52f2f41590a4948418328522,2010-01-25
24732,MEM,ORL,MEM,ORL,52f2f41690a4948418328523,2010-01-25
24733,MIA,CLE,CLE,MIA,52f2f41790a4948418328524,2010-01-25
24734,PHI,IND,IND,PHI,52f2f41890a4948418328525,2010-01-25
24735,POR,NOH,NOH,POR,52f2f41890a4948418328526,2010-01-25
24736,SAS,CHI,CHI,SAS,52f2f41990a4948418328527,2010-01-25
24737,POR,UTA,UTA,POR,52f2f42490a4948418328536,2010-01-27
24738,SAS,ATL,SAS,ATL,52f2f42590a4948418328537,2010-01-27
24739,TOR,MIA,TOR,MIA,52f2f42590a4948418328538,2010-01-27
24740,NYK,TOR,TOR,NYK,52f2f42690a4948418328539,2010-01-28
24741,ORL,BOS,ORL,BOS,52f2f42790a494841832853a,2010-01-28
24742,PHO,DAL,PHO,DAL,52f2f42790a494841832853b,2010-01-28
24743,ATL,BOS,ATL,BOS,52f2f42890a494841832853c,2010-01-29
24744,DET,MIA,MIA,DET,52f2f42990a494841832853d,2010-01-29
24745,GSW,CHA,CHA,GSW,52f2f42a90a494841832853e,2010-01-29
24746,HOU,POR,HOU,POR,52f2f42a90a494841832853f,2010-01-29
24747,IND,CLE,CLE,IND,52f2f42b90a4948418328540,2010-01-29
24748,MIN,LAC,MIN,LAC,52f2f42c90a4948418328541,2010-01-29
24749,NJN,WAS,WAS,NJN,52f2f42c90a4948418328542,2010-01-29
24750,NOH,CHI,CHI,NOH,52f2f42d90a4948418328543,2010-01-29
24751,OKC,DEN,OKC,DEN,52f2f42e90a4948418328544,2010-01-29
24752,PHI,LAL,LAL,PHI,52f2f42f90a4948418328545,2010-01-29
24753,SAS,MEM,SAS,MEM,52f2f42f90a4948418328546,2010-01-29
24754,UTA,SAC,UTA,SAC,52f2f43090a4948418328547,2010-01-29
24755,DAL,POR,POR,DAL,52f2f43190a4948418328548,2010-01-30
24756,MEM,NOH,NOH,MEM,52f2f43190a4948418328549,2010-01-30
24757,MIL,MIA,MIL,MIA,52f2f43290a494841832854a,2010-01-30
24758,ORL,ATL,ORL,ATL,52f2f43390a494841832854b,2010-01-30
24759,SAC,CHA,CHA,SAC,52f2f43390a494841832854c,2010-01-30
24760,WAS,BOS,BOS,WAS,52f2f43f90a494841832855d,2010-02-01
24761,CHI,LAC,LAC,CHI,52f2f44090a494841832855e,2010-02-02
24762,CLE,MEM,CLE,MEM,52f2f44190a494841832855f,2010-02-02
24763,HOU,GSW,HOU,GSW,52f2f44190a4948418328560,2010-02-02
24764,IND,TOR,IND,TOR,52f2f44290a4948418328561,2010-02-02
24765,NJN,DET,DET,NJN,52f2f44390a4948418328562,2010-02-02
24766,OKC,ATL,OKC,ATL,52f2f44490a4948418328563,2010-02-02
24767,ORL,MIL,ORL,MIL,52f2f44490a4948418328564,2010-02-02
24768,ATL,LAC,ATL,LAC,52f2f44590a4948418328565,2010-02-03
24769,BOS,MIA,BOS,MIA,52f2f44690a4948418328566,2010-02-03
24770,DAL,GSW,DAL,GSW,52f2f44690a4948418328567,2010-02-03
24771,DEN,PHO,PHO,DEN,52f2f44790a4948418328568,2010-02-03
24772,LAL,CHA,LAL,CHA,52f2f44890a4948418328569,2010-02-03
24773,NOH,OKC,OKC,NOH,52f2f44990a494841832856a,2010-02-03
24774,NYK,WAS,NYK,WAS,52f2f44990a494841832856b,2010-02-03
24775,PHI,CHI,PHI,CHI,52f2f44a90a494841832856c,2010-02-03
24776,SAC,SAS,SAS,SAC,52f2f44b90a494841832856d,2010-02-03
24777,TOR,NJN,TOR,NJN,52f2f44b90a494841832856e,2010-02-03
24778,UTA,POR,UTA,POR,52f2f44c90a494841832856f,2010-02-03
24779,CLE,MIA,CLE,MIA,52f2f44d90a4948418328570,2010-02-04
24780,POR,SAS,POR,SAS,52f2f44d90a4948418328571,2010-02-04
24781,ATL,CHI,ATL,CHI,52f2f44e90a4948418328572,2010-02-05
24782,DAL,MIN,MIN,DAL,52f2f45090a4948418328574,2010-02-05
24783,IND,DET,IND,DET,52f2f45090a4948418328575,2010-02-05
24784,LAL,DEN,DEN,LAL,52f2f45190a4948418328576,2010-02-05
24785,MEM,HOU,HOU,MEM,52f2f45290a4948418328577,2010-02-05
24786,NOH,PHI,PHI,NOH,52f2f45290a4948418328578,2010-02-05
24787,NYK,MIL,MIL,NYK,52f2f45390a4948418328579,2010-02-05
24788,ORL,WAS,WAS,ORL,52f2f45490a494841832857a,2010-02-05
24789,SAC,PHO,PHO,SAC,52f2f45590a494841832857b,2010-02-05
24790,CHA,NOH,NOH,CHA,52f2f45590a494841832857c,2010-02-06
24791,CHI,MIA,CHI,MIA,52f2f45690a494841832857d,2010-02-06
24792,CLE,NYK,CLE,NYK,52f2f45790a494841832857e,2010-02-06
24793,DET,NJN,DET,NJN,52f2f45790a494841832857f,2010-02-06
