Home_team,Away_team,Win_team,loss_team,G_id,Gamedate,S_id,home_score,away_score
PHI,ATL,PHI,ATL,52f30a9d1b34326811678d11,2012-01-20,2011-12,90,76
SAS,SAC,SAC,SAS,52f30a9e1b34326811678d12,2012-01-20,2011-12,86,88
TOR,POR,POR,TOR,52f30a9f1b34326811678d13,2012-01-20,2011-12,84,94
WAS,DEN,DEN,WAS,52f30a9f1b34326811678d14,2012-01-20,2011-12,104,108
ATL,CLE,ATL,CLE,52f30aa01b34326811678d15,2012-01-21,2011-12,121,94
CHI,CHA,CHI,CHA,52f30aa11b34326811678d16,2012-01-21,2011-12,95,89
DET,POR,DET,POR,52f30aa21b34326811678d17,2012-01-21,2011-12,94,91
HOU,SAS,HOU,SAS,52f30aa21b34326811678d18,2012-01-21,2011-12,105,102
MEM,SAC,MEM,SAC,52f30aa31b34326811678d19,2012-01-21,2011-12,128,95
MIA,PHI,MIA,PHI,52f30aa41b34326811678d1a,2012-01-21,2011-12,113,92
NJN,OKC,OKC,NJN,52f30aa51b34326811678d1b,2012-01-21,2011-12,74,84
NOH,DAL,DAL,NOH,52f30aa61b34326811678d1c,2012-01-21,2011-12,81,83
NYK,DEN,DEN,NYK,52f30aa61b34326811678d1d,2012-01-21,2011-12,114,119
UTA,MIN,UTA,MIN,52f30aa71b34326811678d1e,2012-01-21,2011-12,108,98
LAC,TOR,LAC,TOR,52f30aa81b34326811678d1f,2012-01-22,2011-12,103,91
LAL,IND,IND,LAL,52f30aa91b34326811678d20,2012-01-22,2011-12,96,98
MIA,MIL,MIL,MIA,52f30aaa1b34326811678d21,2012-01-22,2011-12,82,91
NJN,CHA,NJN,CHA,52f30aab1b34326811678d22,2012-01-22,2011-12,97,87
WAS,BOS,BOS,WAS,52f30aac1b34326811678d23,2012-01-22,2011-12,94,100
BOS,ORL,BOS,ORL,52f30aac1b34326811678d24,2012-01-23,2011-12,87,56
CHI,NJN,CHI,NJN,52f30aad1b34326811678d25,2012-01-23,2011-12,110,95
DAL,PHO,DAL,PHO,52f30aae1b34326811678d26,2012-01-23,2011-12,93,87
GSW,MEM,MEM,GSW,52f30aaf1b34326811678d27,2012-01-23,2011-12,90,91
MIL,ATL,ATL,MIL,52f30ab01b34326811678d28,2012-01-23,2011-12,92,97
MIN,HOU,HOU,MIN,52f30ab01b34326811678d29,2012-01-23,2011-12,92,107
NOH,SAS,SAS,NOH,52f30ab11b34326811678d2a,2012-01-23,2011-12,102,104
OKC,DET,OKC,DET,52f30ab21b34326811678d2b,2012-01-23,2011-12,99,79
PHI,WAS,PHI,WAS,52f30ab31b34326811678d2c,2012-01-23,2011-12,103,83
POR,SAC,POR,SAC,52f30ab51b34326811678d2d,2012-01-23,2011-12,101,89
CHA,NYK,NYK,CHA,52f30ab61b34326811678d2e,2012-01-24,2011-12,78,111
IND,ORL,ORL,IND,52f30ab61b34326811678d2f,2012-01-24,2011-12,83,102
MIA,CLE,MIA,CLE,52f30ab71b34326811678d30,2012-01-24,2011-12,92,85
PHO,TOR,TOR,PHO,52f30ab81b34326811678d31,2012-01-24,2011-12,96,99
POR,MEM,POR,MEM,52f30ab91b34326811678d32,2012-01-24,2011-12,97,84
CHI,IND,IND,CHI,52f30aba1b34326811678d33,2012-01-25,2011-12,90,95
CLE,NYK,CLE,NYK,52f30abb1b34326811678d34,2012-01-25,2011-12,91,81
DAL,MIN,MIN,DAL,52f30abb1b34326811678d35,2012-01-25,2011-12,90,105
DET,MIA,MIA,DET,52f30abc1b34326811678d36,2012-01-25,2011-12,98,101
GSW,POR,GSW,POR,52f30abd1b34326811678d37,2012-01-25,2011-12,101,93
HOU,MIL,MIL,HOU,52f30abe1b34326811678d38,2012-01-25,2011-12,99,105
LAL,LAC,LAL,LAC,52f30abf1b34326811678d39,2012-01-25,2011-12,96,91
OKC,NOH,OKC,NOH,52f30abf1b34326811678d3a,2012-01-25,2011-12,101,91
PHI,NJN,NJN,PHI,52f30ac01b34326811678d3b,2012-01-25,2011-12,90,97
SAC,DEN,DEN,SAC,52f30ac11b34326811678d3c,2012-01-25,2011-12,93,122
SAS,ATL,SAS,ATL,52f30ac21b34326811678d3d,2012-01-25,2011-12,105,83
UTA,TOR,TOR,UTA,52f30ac31b34326811678d3e,2012-01-25,2011-12,106,111
WAS,CHA,WAS,CHA,52f30ac41b34326811678d3f,2012-01-25,2011-12,92,75
LAC,MEM,LAC,MEM,52f30ac41b34326811678d40,2012-01-26,2011-12,98,91
ORL,BOS,BOS,ORL,52f30ac51b34326811678d41,2012-01-26,2011-12,83,91
BOS,IND,BOS,IND,52f30ac61b34326811678d42,2012-01-27,2011-12,94,87
CHI,MIL,CHI,MIL,52f30ac71b34326811678d43,2012-01-27,2011-12,107,100
CLE,NJN,NJN,CLE,52f30ac81b34326811678d44,2012-01-27,2011-12,96,99
DAL,UTA,DAL,UTA,52f30ac81b34326811678d45,2012-01-27,2011-12,116,101
DEN,TOR,DEN,TOR,52f30ac91b34326811678d46,2012-01-27,2011-12,96,81
DET,ATL,ATL,DET,52f30aca1b34326811678d47,2012-01-27,2011-12,101,107
GSW,OKC,OKC,GSW,52f30acb1b34326811678d48,2012-01-27,2011-12,109,120
HOU,WAS,HOU,WAS,52f30acc1b34326811678d49,2012-01-27,2011-12,103,76
MIA,NYK,MIA,NYK,52f30acd1b34326811678d4a,2012-01-27,2011-12,99,89
MIN,SAS,MIN,SAS,52f30acd1b34326811678d4b,2012-01-27,2011-12,87,79
NOH,ORL,NOH,ORL,52f30ace1b34326811678d4c,2012-01-27,2011-12,93,67
PHI,CHA,PHI,CHA,52f30acf1b34326811678d4d,2012-01-27,2011-12,89,72
POR,PHO,POR,PHO,52f30ad01b34326811678d4e,2012-01-27,2011-12,109,71
CHA,WAS,WAS,CHA,52f30ad11b34326811678d4f,2012-01-28,2011-12,99,102
HOU,NYK,HOU,NYK,52f30ad11b34326811678d50,2012-01-28,2011-12,97,84
MIL,LAL,MIL,LAL,52f30ad21b34326811678d51,2012-01-28,2011-12,100,89
PHI,DET,PHI,DET,52f30ad31b34326811678d52,2012-01-28,2011-12,95,74
PHO,MEM,PHO,MEM,52f30ad41b34326811678d53,2012-01-28,2011-12,86,84
UTA,SAC,UTA,SAC,52f30ad51b34326811678d54,2012-01-28,2011-12,96,93
BOS,CLE,CLE,BOS,52f30ad61b34326811678d55,2012-01-29,2011-12,87,88
DAL,SAS,DAL,SAS,52f30ad71b34326811678d56,2012-01-29,2011-12,101,100
DEN,LAC,LAC,DEN,52f30ad91b34326811678d57,2012-01-29,2011-12,105,109
MIA,CHI,MIA,CHI,52f30ada1b34326811678d58,2012-01-29,2011-12,97,93
MIN,LAL,LAL,MIN,52f30adb1b34326811678d59,2012-01-29,2011-12,101,106
NJN,TOR,TOR,NJN,52f30adc1b34326811678d5a,2012-01-29,2011-12,73,94
NOH,ATL,ATL,NOH,52f30add1b34326811678d5b,2012-01-29,2011-12,72,94
ORL,IND,IND,ORL,52f30ade1b34326811678d5c,2012-01-29,2011-12,85,106
HOU,MIN,MIN,HOU,52f30adf1b34326811678d5d,2012-01-30,2011-12,108,120
LAC,OKC,LAC,OKC,52f30ae01b34326811678d5e,2012-01-30,2011-12,112,100
MEM,SAS,SAS,MEM,52f30ae11b34326811678d5f,2012-01-30,2011-12,73,83
MIA,NOH,MIA,NOH,52f30ae21b34326811678d60,2012-01-30,2011-12,109,95
MIL,DET,MIL,DET,52f30ae31b34326811678d61,2012-01-30,2011-12,103,82
PHI,ORL,PHI,ORL,52f30ae41b34326811678d62,2012-01-30,2011-12,74,69
PHO,DAL,DAL,PHO,52f30ae51b34326811678d63,2012-01-30,2011-12,99,122
UTA,POR,UTA,POR,52f30ae51b34326811678d64,2012-01-30,2011-12,93,89
WAS,CHI,CHI,WAS,52f30ae71b34326811678d65,2012-01-30,2011-12,88,98
CLE,BOS,BOS,CLE,52f30ae81b34326811678d66,2012-01-31,2011-12,90,93
GSW,SAC,GSW,SAC,52f30ae91b34326811678d67,2012-01-31,2011-12,93,90
IND,NJN,IND,NJN,52f30aea1b34326811678d68,2012-01-31,2011-12,106,99
LAL,CHA,LAL,CHA,52f30aeb1b34326811678d69,2012-01-31,2011-12,106,73
MEM,DEN,MEM,DEN,52f30aed1b34326811678d6a,2012-01-31,2011-12,100,97
NYK,DET,NYK,DET,52f30aed1b34326811678d6b,2012-01-31,2011-12,113,86
TOR,ATL,ATL,TOR,52f30aef1b34326811678d6c,2012-01-31,2011-12,77,100
BOS,TOR,BOS,TOR,52f30af01b34326811678d6d,2012-02-01,2011-12,100,64
DAL,OKC,OKC,DAL,52f30af11b34326811678d6e,2012-02-01,2011-12,86,95
MIL,MIA,MIL,MIA,52f30af21b34326811678d6f,2012-02-01,2011-12,105,97
MIN,IND,IND,MIN,52f30af31b34326811678d70,2012-02-01,2011-12,99,109
NJN,DET,NJN,DET,52f30af31b34326811678d71,2012-02-01,2011-12,99,96
NOH,PHO,PHO,NOH,52f30af41b34326811678d72,2012-02-01,2011-12,103,120
ORL,WAS,ORL,WAS,52f30af51b34326811678d73,2012-02-01,2011-12,109,103
PHI,CHI,PHI,CHI,52f30af61b34326811678d74,2012-02-01,2011-12,98,82
POR,CHA,POR,CHA,52f30af71b34326811678d75,2012-02-01,2011-12,112,68
SAS,HOU,SAS,HOU,52f30af81b34326811678d76,2012-02-01,2011-12,99,91
UTA,LAC,LAC,UTA,52f30af81b34326811678d77,2012-02-01,2011-12,105,107
ATL,MEM,MEM,ATL,52f30af91b34326811678d78,2012-02-02,2011-12,77,96
GSW,UTA,GSW,UTA,52f30afa1b34326811678d79,2012-02-02,2011-12,119,101
LAC,DEN,DEN,LAC,52f30afb1b34326811678d7a,2012-02-02,2011-12,91,112
NYK,CHI,CHI,NYK,52f30afc1b34326811678d7b,2012-02-02,2011-12,102,105
SAC,POR,SAC,POR,52f30afc1b34326811678d7c,2012-02-02,2011-12,95,92
SAS,NOH,SAS,NOH,52f30afd1b34326811678d7d,2012-02-02,2011-12,93,81
BOS,NYK,BOS,NYK,52f30afe1b34326811678d7e,2012-02-03,2011-12,91,89
DAL,IND,IND,DAL,52f30aff1b34326811678d7f,2012-02-03,2011-12,87,98
DEN,LAL,LAL,DEN,52f30b001b34326811678d80,2012-02-03,2011-12,89,93
DET,MIL,DET,MIL,52f30b001b34326811678d81,2012-02-03,2011-12,88,80
HOU,PHO,HOU,PHO,52f30b011b34326811678d82,2012-02-03,2011-12,99,81
NJN,MIN,MIN,NJN,52f30b021b34326811678d83,2012-02-03,2011-12,105,108
OKC,MEM,OKC,MEM,52f30b031b34326811678d84,2012-02-03,2011-12,101,94
ORL,CLE,ORL,CLE,52f30b041b34326811678d85,2012-02-03,2011-12,102,94
PHI,MIA,MIA,PHI,52f30b041b34326811678d86,2012-02-03,2011-12,79,99
TOR,WAS,TOR,WAS,52f30b051b34326811678d87,2012-02-03,2011-12,106,89
ATL,PHI,PHI,ATL,52f30b061b34326811678d88,2012-02-04,2011-12,87,98
CLE,DAL,CLE,DAL,52f30b071b34326811678d89,2012-02-04,2011-12,91,88
DET,NOH,DET,NOH,52f30b081b34326811678d8a,2012-02-04,2011-12,89,87
IND,ORL,ORL,IND,52f30b081b34326811678d8b,2012-02-04,2011-12,81,85
MIL,CHI,CHI,MIL,52f30b091b34326811678d8c,2012-02-04,2011-12,90,113
MIN,HOU,MIN,HOU,52f30b0a1b34326811678d8d,2012-02-04,2011-12,100,91
NYK,NJN,NYK,NJN,52f30b0b1b34326811678d8e,2012-02-04,2011-12,99,92
PHO,CHA,PHO,CHA,52f30b0c1b34326811678d8f,2012-02-04,2011-12,95,89
POR,DEN,POR,DEN,52f30b0d1b34326811678d90,2012-02-04,2011-12,117,97
SAC,GSW,SAC,GSW,52f30b0d1b34326811678d91,2012-02-04,2011-12,114,106
SAS,OKC,SAS,OKC,52f30b0e1b34326811678d92,2012-02-04,2011-12,107,96
UTA,LAL,UTA,LAL,52f30b0f1b34326811678d93,2012-02-04,2011-12,96,87
WAS,LAC,LAC,WAS,52f30b101b34326811678d94,2012-02-04,2011-12,81,107
BOS,MEM,BOS,MEM,52f30b111b34326811678d95,2012-02-05,2011-12,98,80
MIA,TOR,MIA,TOR,52f30b121b34326811678d96,2012-02-05,2011-12,95,89
ATL,PHO,PHO,ATL,52f30b121b34326811678d97,2012-02-06,2011-12,90,99
DEN,HOU,HOU,DEN,52f30b131b34326811678d98,2012-02-06,2011-12,90,99
MEM,SAS,SAS,MEM,52f30b141b34326811678d99,2012-02-06,2011-12,84,89
NJN,CHI,CHI,NJN,52f30b151b34326811678d9a,2012-02-06,2011-12,87,108
NOH,SAC,SAC,NOH,52f30b161b34326811678d9b,2012-02-06,2011-12,92,100
NYK,UTA,NYK,UTA,52f30b161b34326811678d9c,2012-02-06,2011-12,99,88
ORL,LAC,LAC,ORL,52f30b171b34326811678d9d,2012-02-06,2011-12,102,107
PHI,LAL,PHI,LAL,52f30b181b34326811678d9e,2012-02-06,2011-12,95,90
POR,OKC,OKC,POR,52f30b1a1b34326811678d9f,2012-02-06,2011-12,107,111
WAS,TOR,WAS,TOR,52f30b1b1b34326811678da0,2012-02-06,2011-12,111,108
BOS,CHA,BOS,CHA,52f30b1c1b34326811678da1,2012-02-07,2011-12,94,84
GSW,OKC,OKC,GSW,52f30b1d1b34326811678da2,2012-02-07,2011-12,116,119
IND,UTA,IND,UTA,52f30b1e1b34326811678da3,2012-02-07,2011-12,104,99
MIA,CLE,MIA,CLE,52f30b1f1b34326811678da4,2012-02-07,2011-12,107,91
MIL,PHO,PHO,MIL,52f30b201b34326811678da5,2012-02-07,2011-12,105,107
MIN,SAC,MIN,SAC,52f30b211b34326811678da6,2012-02-07,2011-12,86,84
ATL,IND,ATL,IND,52f30b221b34326811678da7,2012-02-08,2011-12,97,87
CLE,LAC,CLE,LAC,52f30b231b34326811678da8,2012-02-08,2011-12,99,92
DEN,DAL,DAL,DEN,52f30b241b34326811678da9,2012-02-08,2011-12,95,105
MEM,MIN,MEM,MIN,52f30b241b34326811678daa,2012-02-08,2011-12,85,80
NJN,DET,DET,NJN,52f30b251b34326811678dab,2012-02-08,2011-12,92,99
NOH,CHI,CHI,NOH,52f30b261b34326811678dac,2012-02-08,2011-12,67,90
ORL,MIA,ORL,MIA,52f30b271b34326811678dad,2012-02-08,2011-12,102,89
PHI,SAS,SAS,PHI,52f30b281b34326811678dae,2012-02-08,2011-12,90,100
POR,HOU,HOU,POR,52f30b291b34326811678daf,2012-02-08,2011-12,96,103
TOR,MIL,MIL,TOR,52f30b291b34326811678db0,2012-02-08,2011-12,99,105
WAS,NYK,NYK,WAS,52f30b2a1b34326811678db1,2012-02-08,2011-12,93,107
BOS,LAL,LAL,BOS,52f30b2b1b34326811678db2,2012-02-09,2011-12,87,88
DEN,GSW,GSW,DEN,52f30b2c1b34326811678db3,2012-02-09,2011-12,101,109
PHO,HOU,HOU,PHO,52f30b2d1b34326811678db4,2012-02-09,2011-12,89,96
SAC,OKC,SAC,OKC,52f30b2e1b34326811678db5,2012-02-09,2011-12,106,101
CHA,CHI,CHI,CHA,52f30b2f1b34326811678db6,2012-02-10,2011-12,64,95
CLE,MIL,MIL,CLE,52f30b301b34326811678db7,2012-02-10,2011-12,112,113
DET,NJN,DET,NJN,52f30b311b34326811678db8,2012-02-10,2011-12,109,92
MEM,IND,MEM,IND,52f30b311b34326811678db9,2012-02-10,2011-12,98,92
MIN,DAL,DAL,MIN,52f30b321b34326811678dba,2012-02-10,2011-12,97,104
NOH,POR,POR,NOH,52f30b331b34326811678dbb,2012-02-10,2011-12,86,94
NYK,LAL,NYK,LAL,52f30b341b34326811678dbc,2012-02-10,2011-12,92,85
ORL,ATL,ATL,ORL,52f30b351b34326811678dbd,2012-02-10,2011-12,87,89
PHI,LAC,LAC,PHI,52f30b361b34326811678dbe,2012-02-10,2011-12,77,78
TOR,BOS,TOR,BOS,52f30b371b34326811678dbf,2012-02-10,2011-12,86,74
UTA,OKC,OKC,UTA,52f30b371b34326811678dc0,2012-02-10,2011-12,87,101
WAS,MIA,MIA,WAS,52f30b381b34326811678dc1,2012-02-10,2011-12,89,106
CHA,LAC,LAC,CHA,52f30b391b34326811678dc2,2012-02-11,2011-12,86,111
CLE,PHI,PHI,CLE,52f30b3a1b34326811678dc3,2012-02-11,2011-12,84,99
DAL,POR,DAL,POR,52f30b3b1b34326811678dc4,2012-02-11,2011-12,97,94
IND,DEN,DEN,IND,52f30b3c1b34326811678dc5,2012-02-11,2011-12,109,113
MIL,ORL,ORL,MIL,52f30b3c1b34326811678dc6,2012-02-11,2011-12,94,99
MIN,NYK,NYK,MIN,52f30b3d1b34326811678dc7,2012-02-11,2011-12,98,100
NJN,SAS,SAS,NJN,52f30b3e1b34326811678dc8,2012-02-11,2011-12,89,103
SAC,PHO,PHO,SAC,52f30b3f1b34326811678dc9,2012-02-11,2011-12,84,98
ATL,MIA,MIA,ATL,52f30b401b34326811678dca,2012-02-12,2011-12,87,107
BOS,CHI,BOS,CHI,52f30b401b34326811678dcb,2012-02-12,2011-12,95,91
DET,WAS,WAS,DET,52f30b411b34326811678dcc,2012-02-12,2011-12,77,98
GSW,HOU,GSW,HOU,52f30b421b34326811678dcd,2012-02-12,2011-12,106,97
MEM,UTA,UTA,MEM,52f30b431b34326811678dce,2012-02-12,2011-12,88,98
TOR,LAL,LAL,TOR,52f30b441b34326811678dcf,2012-02-12,2011-12,92,94
CHA,PHI,PHI,CHA,52f30b451b34326811678dd0,2012-02-13,2011-12,89,98
DAL,LAC,DAL,LAC,52f30b451b34326811678dd1,2012-02-13,2011-12,96,92
GSW,PHO,GSW,PHO,52f30b461b34326811678dd2,2012-02-13,2011-12,102,96
MIL,MIA,MIA,MIL,52f30b471b34326811678dd3,2012-02-13,2011-12,96,114
NOH,UTA,NOH,UTA,52f30b481b34326811678dd4,2012-02-13,2011-12,86,80
ORL,MIN,ORL,MIN,52f30b491b34326811678dd5,2012-02-13,2011-12,102,89
CHI,SAC,CHI,SAC,52f30b4a1b34326811678dd6,2012-02-14,2011-12,121,115
DEN,PHO,DEN,PHO,52f30b4b1b34326811678dd7,2012-02-14,2011-12,109,92
DET,SAS,SAS,DET,52f30b4c1b34326811678dd8,2012-02-14,2011-12,95,99
IND,MIA,MIA,IND,52f30b4c1b34326811678dd9,2012-02-14,2011-12,90,105
LAL,ATL,LAL,ATL,52f30b4d1b34326811678dda,2012-02-14,2011-12,86,78
MEM,HOU,MEM,HOU,52f30b4e1b34326811678ddb,2012-02-14,2011-12,93,83
OKC,UTA,OKC,UTA,52f30b4f1b34326811678ddc,2012-02-14,2011-12,111,85
POR,WAS,WAS,POR,52f30b501b34326811678ddd,2012-02-14,2011-12,109,124
TOR,NYK,NYK,TOR,52f30b501b34326811678dde,2012-02-14,2011-12,87,90
BOS,DET,DET,BOS,52f30b511b34326811678ddf,2012-02-15,2011-12,88,98
CLE,IND,CLE,IND,52f30b521b34326811678de0,2012-02-15,2011-12,98,87
DAL,DEN,DAL,DEN,52f30b531b34326811678de1,2012-02-15,2011-12,102,84
GSW,POR,POR,GSW,52f30b541b34326811678de2,2012-02-15,2011-12,91,93
HOU,OKC,HOU,OKC,52f30b551b34326811678de3,2012-02-15,2011-12,96,95
LAC,WAS,LAC,WAS,52f30b551b34326811678de4,2012-02-15,2011-12,102,84
MIL,NOH,NOH,MIL,52f30b561b34326811678de5,2012-02-15,2011-12,89,92
MIN,CHA,MIN,CHA,52f30b571b34326811678de6,2012-02-15,2011-12,102,90
NJN,MEM,MEM,NJN,52f30b581b34326811678de7,2012-02-15,2011-12,100,105
NYK,SAC,NYK,SAC,52f30b591b34326811678de8,2012-02-15,2011-12,100,85
ORL,PHI,ORL,PHI,52f30b5a1b34326811678de9,2012-02-15,2011-12,103,87
PHO,ATL,ATL,PHO,52f30b5a1b34326811678dea,2012-02-15,2011-12,99,101
TOR,SAS,SAS,TOR,52f30b5b1b34326811678deb,2012-02-15,2011-12,106,113
CHI,BOS,CHI,BOS,52f30b5c1b34326811678dec,2012-02-16,2011-12,89,80
IND,NJN,IND,NJN,52f30b5d1b34326811678ded,2012-02-16,2011-12,93,88
POR,LAC,LAC,POR,52f30b5e1b34326811678dee,2012-02-16,2011-12,71,74
CLE,MIA,MIA,CLE,52f30b5e1b34326811678def,2012-02-17,2011-12,87,111
DET,SAC,DET,SAC,52f30b5f1b34326811678df0,2012-02-17,2011-12,114,108
HOU,MIN,MIN,HOU,52f30b601b34326811678df1,2012-02-17,2011-12,98,111
LAL,PHO,LAL,PHO,52f30b611b34326811678df2,2012-02-17,2011-12,111,99
MEM,DEN,MEM,DEN,52f30b621b34326811678df3,2012-02-17,2011-12,103,102
NYK,NOH,NOH,NYK,52f30b621b34326811678df4,2012-02-17,2011-12,85,89
OKC,GSW,OKC,GSW,52f30b631b34326811678df5,2012-02-17,2011-12,110,87
ORL,MIL,ORL,MIL,52f30b641b34326811678df6,2012-02-17,2011-12,94,85
PHI,DAL,DAL,PHI,52f30b651b34326811678df7,2012-02-17,2011-12,75,82
TOR,CHA,CHA,TOR,52f30b661b34326811678df8,2012-02-17,2011-12,91,98
UTA,WAS,UTA,WAS,52f30b661b34326811678df9,2012-02-17,2011-12,114,100
CHI,NJN,NJN,CHI,52f30b671b34326811678dfa,2012-02-18,2011-12,85,97
LAC,SAS,SAS,LAC,52f30b681b34326811678dfb,2012-02-18,2011-12,100,103
MEM,GSW,MEM,GSW,52f30b691b34326811678dfc,2012-02-18,2011-12,104,103
POR,ATL,POR,ATL,52f30b6a1b34326811678dfd,2012-02-18,2011-12,97,77
CLE,SAC,CLE,SAC,52f30b6a1b34326811678dfe,2012-02-19,2011-12,93,92
DET,BOS,DET,BOS,52f30b6b1b34326811678dff,2012-02-19,2011-12,96,81
HOU,UTA,HOU,UTA,52f30b6c1b34326811678e00,2012-02-19,2011-12,101,85
IND,CHA,IND,CHA,52f30b6d1b34326811678e01,2012-02-19,2011-12,108,73
MIA,ORL,MIA,ORL,52f30b6e1b34326811678e02,2012-02-19,2011-12,90,78
MIN,PHI,MIN,PHI,52f30b6f1b34326811678e03,2012-02-19,2011-12,92,91
NJN,MIL,MIL,NJN,52f30b6f1b34326811678e04,2012-02-19,2011-12,85,92
NYK,DAL,NYK,DAL,52f30b701b34326811678e05,2012-02-19,2011-12,104,97
OKC,DEN,OKC,DEN,52f30b711b34326811678e06,2012-02-19,2011-12,124,118
PHO,LAL,PHO,LAL,52f30b721b34326811678e07,2012-02-19,2011-12,102,90
CHI,ATL,CHI,ATL,52f30b721b34326811678e08,2012-02-20,2011-12,90,79
DAL,BOS,DAL,BOS,52f30b731b34326811678e09,2012-02-20,2011-12,89,73
DEN,MIN,DEN,MIN,52f30b741b34326811678e0a,2012-02-20,2011-12,103,101
GSW,LAC,GSW,LAC,52f30b741b34326811678e0b,2012-02-20,2011-12,104,97
HOU,MEM,HOU,MEM,52f30b751b34326811678e0c,2012-02-20,2011-12,97,93
LAL,POR,LAL,POR,52f30b761b34326811678e0d,2012-02-20,2011-12,103,92
MIL,ORL,ORL,MIL,52f30b771b34326811678e0e,2012-02-20,2011-12,90,93
NYK,NJN,NJN,NYK,52f30b781b34326811678e0f,2012-02-20,2011-12,92,100
OKC,NOH,OKC,NOH,52f30b791b34326811678e10,2012-02-20,2011-12,101,93
PHO,WAS,PHO,WAS,52f30b7a1b34326811678e11,2012-02-20,2011-12,104,88
UTA,SAS,SAS,UTA,52f30b7b1b34326811678e12,2012-02-20,2011-12,102,106
CLE,DET,CLE,DET,52f30b7c1b34326811678e13,2012-02-21,2011-12,101,100
IND,NOH,IND,NOH,52f30b7d1b34326811678e14,2012-02-21,2011-12,117,108
MEM,PHI,MEM,PHI,52f30b7e1b34326811678e15,2012-02-21,2011-12,89,76
MIA,SAC,MIA,SAC,52f30b7f1b34326811678e16,2012-02-21,2011-12,120,108
POR,SAS,POR,SAS,52f30b801b34326811678e17,2012-02-21,2011-12,137,97
CHA,IND,IND,CHA,52f30b811b34326811678e18,2012-02-22,2011-12,88,102
CHI,MIL,CHI,MIL,52f30b821b34326811678e19,2012-02-22,2011-12,110,91
CLE,NOH,NOH,CLE,52f30b821b34326811678e1a,2012-02-22,2011-12,84,89
DAL,LAL,LAL,DAL,52f30b831b34326811678e1b,2012-02-22,2011-12,91,96
HOU,PHI,HOU,PHI,52f30b841b34326811678e1c,2012-02-22,2011-12,93,87
LAC,DEN,LAC,DEN,52f30b851b34326811678e1d,2012-02-22,2011-12,103,95
MIN,UTA,MIN,UTA,52f30b851b34326811678e1e,2012-02-22,2011-12,100,98
NJN,ORL,ORL,NJN,52f30b861b34326811678e1f,2012-02-22,2011-12,91,108
NYK,ATL,NYK,ATL,52f30b871b34326811678e20,2012-02-22,2011-12,99,82
OKC,BOS,OKC,BOS,52f30b881b34326811678e21,2012-02-22,2011-12,119,104
PHO,GSW,GSW,PHO,52f30b891b34326811678e22,2012-02-22,2011-12,104,106
TOR,DET,TOR,DET,52f30b891b34326811678e23,2012-02-22,2011-12,103,93
WAS,SAC,SAC,WAS,52f30b8a1b34326811678e24,2012-02-22,2011-12,107,115
ATL,ORL,ATL,ORL,52f30b8b1b34326811678e25,2012-02-23,2011-12,83,78
DEN,SAS,SAS,DEN,52f30b8c1b34326811678e26,2012-02-23,2011-12,99,114
MIA,NYK,MIA,NYK,52f30b8c1b34326811678e27,2012-02-23,2011-12,102,88
OKC,LAL,OKC,LAL,52f30b8d1b34326811678e28,2012-02-23,2011-12,100,85
CHI,NOH,CHI,NOH,52f30b8e1b34326811678e29,2012-02-28,2011-12,99,95
CLE,BOS,BOS,CLE,52f30b8f1b34326811678e2a,2012-02-28,2011-12,83,86
DAL,NJN,NJN,DAL,52f30b901b34326811678e2b,2012-02-28,2011-12,92,93
DET,PHI,PHI,DET,52f30b901b34326811678e2c,2012-02-28,2011-12,68,97
HOU,TOR,HOU,TOR,52f30b911b34326811678e2d,2012-02-28,2011-12,88,85
IND,GSW,IND,GSW,52f30b921b34326811678e2e,2012-02-28,2011-12,102,78
LAC,MIN,MIN,LAC,52f30b931b34326811678e2f,2012-02-28,2011-12,97,109
MIL,WAS,MIL,WAS,52f30b941b34326811678e30,2012-02-28,2011-12,119,118
SAC,UTA,SAC,UTA,52f30b951b34326811678e31,2012-02-28,2011-12,103,96
ATL,GSW,GSW,ATL,52f30b961b34326811678e32,2012-02-29,2011-12,82,85
BOS,MIL,BOS,MIL,52f30b971b34326811678e33,2012-02-29,2011-12,102,96
DEN,POR,DEN,POR,52f30b971b34326811678e34,2012-02-29,2011-12,104,95
DET,CHA,DET,CHA,52f30b981b34326811678e35,2012-02-29,2011-12,109,94
LAL,MIN,LAL,MIN,52f30b991b34326811678e36,2012-02-29,2011-12,104,85
MEM,DAL,MEM,DAL,52f30b9a1b34326811678e37,2012-02-29,2011-12,96,85
NOH,TOR,TOR,NOH,52f30b9b1b34326811678e38,2012-02-29,2011-12,84,95
NYK,CLE,NYK,CLE,52f30b9b1b34326811678e39,2012-02-29,2011-12,120,103
PHI,OKC,OKC,PHI,52f30b9c1b34326811678e3a,2012-02-29,2011-12,88,92
SAS,CHI,CHI,SAS,52f30b9d1b34326811678e3b,2012-02-29,2011-12,89,96
UTA,HOU,UTA,HOU,52f30b9e1b34326811678e3c,2012-02-29,2011-12,104,83
WAS,ORL,ORL,WAS,52f30b9f1b34326811678e3d,2012-02-29,2011-12,95,102
ORL,OKC,OKC,ORL,52f30ba01b34326811678e3e,2012-03-01,2011-12,102,105
PHO,MIN,PHO,MIN,52f30ba11b34326811678e3f,2012-03-01,2011-12,104,95
POR,MIA,MIA,POR,52f30ba11b34326811678e40,2012-03-01,2011-12,93,107
