Home_team,Away_team,Win_team,loss_team,G_id,Gamedate,S_id,home_score,away_score
WAS,PHI,WAS,PHI,52f2f2dc90a4948418328366,2009-11-24,2009-10,108,107
IND,DAL,DAL,IND,52f2f2ea90a494841832837a,2009-11-27,2009-10,92,113
MIA,WAS,WAS,MIA,52f2f2ea90a494841832837b,2009-11-27,2009-10,84,94
MIN,PHO,PHO,MIN,52f2f2eb90a494841832837c,2009-11-27,2009-10,95,120
OKC,MIL,OKC,MIL,52f2f2ec90a494841832837d,2009-11-27,2009-10,108,90
PHI,ATL,ATL,PHI,52f2f2ec90a494841832837e,2009-11-27,2009-10,86,100
POR,MEM,MEM,POR,52f2f2ed90a494841832837f,2009-11-27,2009-10,96,106
SAC,NJN,SAC,NJN,52f2f2ee90a4948418328380,2009-11-27,2009-10,109,96
CLE,DAL,CLE,DAL,52f2f2ee90a4948418328381,2009-11-28,2009-10,111,95
GSW,LAL,LAL,GSW,52f2f2ef90a4948418328382,2009-11-28,2009-10,97,130
MIL,ORL,ORL,MIL,52f2f2f090a4948418328383,2009-11-28,2009-10,98,100
UTA,POR,UTA,POR,52f2f2f090a4948418328384,2009-11-28,2009-10,108,92
WAS,CHA,CHA,WAS,52f2f2f190a4948418328385,2009-11-28,2009-10,76,92
DEN,MIN,MIN,DEN,52f2f2f190a4948418328386,2009-11-29,2009-10,100,106
DET,ATL,DET,ATL,52f2f2f290a4948418328387,2009-11-29,2009-10,94,88
LAC,MEM,LAC,MEM,52f2f2f390a4948418328388,2009-11-29,2009-10,98,88
LAL,NJN,LAL,NJN,52f2f2f390a4948418328389,2009-11-29,2009-10,106,87
MIA,BOS,BOS,MIA,52f2f2f490a494841832838a,2009-11-29,2009-10,85,92
NYK,ORL,ORL,NYK,52f2f2f590a494841832838b,2009-11-29,2009-10,102,114
OKC,HOU,HOU,OKC,52f2f2f590a494841832838c,2009-11-29,2009-10,91,100
SAC,NOH,SAC,NOH,52f2f2f690a494841832838d,2009-11-29,2009-10,112,96
SAS,PHI,SAS,PHI,52f2f2f790a494841832838e,2009-11-29,2009-10,97,89
TOR,PHO,PHO,TOR,52f2f2f790a494841832838f,2009-11-29,2009-10,94,113
DAL,PHI,DAL,PHI,52f2f2f890a4948418328390,2009-11-30,2009-10,104,102
GSW,IND,GSW,IND,52f2f2f990a4948418328391,2009-11-30,2009-10,126,107
MIL,CHI,MIL,CHI,52f2f2f990a4948418328392,2009-11-30,2009-10,99,97
UTA,MEM,UTA,MEM,52f2f2fa90a4948418328393,2009-11-30,2009-10,120,93
CHA,BOS,BOS,CHA,52f2f2fb90a4948418328394,2009-12-01,2009-10,90,108
DEN,GSW,DEN,GSW,52f2f2fb90a4948418328395,2009-12-01,2009-10,135,107
LAL,NOH,LAL,NOH,52f2f2fc90a4948418328396,2009-12-01,2009-10,110,99
NYK,PHO,NYK,PHO,52f2f2fc90a4948418328397,2009-12-01,2009-10,126,99
POR,MIA,MIA,POR,52f2f2fd90a4948418328398,2009-12-01,2009-10,100,107
TOR,WAS,WAS,TOR,52f2f2fe90a4948418328399,2009-12-01,2009-10,102,106
ATL,TOR,ATL,TOR,52f2f2fe90a494841832839a,2009-12-02,2009-10,146,115
CHI,DET,CHI,DET,52f2f2ff90a494841832839b,2009-12-02,2009-10,92,85
CLE,PHO,CLE,PHO,52f2f30090a494841832839c,2009-12-02,2009-10,107,90
LAC,HOU,HOU,LAC,52f2f30090a494841832839d,2009-12-02,2009-10,85,102
MIN,MEM,MEM,MIN,52f2f30190a494841832839e,2009-12-02,2009-10,95,97
NJN,DAL,DAL,NJN,52f2f30290a494841832839f,2009-12-02,2009-10,101,117
OKC,PHI,OKC,PHI,52f2f30390a49484183283a0,2009-12-02,2009-10,117,106
ORL,NYK,ORL,NYK,52f2f30490a49484183283a1,2009-12-02,2009-10,118,104
SAC,IND,SAC,IND,52f2f30590a49484183283a2,2009-12-02,2009-10,110,105
WAS,MIL,WAS,MIL,52f2f30590a49484183283a3,2009-12-02,2009-10,104,102
DEN,MIA,DEN,MIA,52f2f30690a49484183283a4,2009-12-03,2009-10,114,96
GSW,HOU,HOU,GSW,52f2f30790a49484183283a5,2009-12-03,2009-10,109,111
SAS,BOS,BOS,SAS,52f2f30790a49484183283a6,2009-12-03,2009-10,83,90
ATL,NYK,NYK,ATL,52f2f30890a49484183283a7,2009-12-04,2009-10,107,114
CLE,CHI,CLE,CHI,52f2f30990a49484183283a8,2009-12-04,2009-10,101,87
MEM,DAL,MEM,DAL,52f2f30b90a49484183283ab,2009-12-04,2009-10,98,82
NJN,CHA,NJN,CHA,52f2f30b90a49484183283ac,2009-12-04,2009-10,97,91
NOH,MIN,NOH,MIN,52f2f30c90a49484183283ad,2009-12-04,2009-10,98,89
OKC,BOS,BOS,OKC,52f2f30d90a49484183283ae,2009-12-04,2009-10,87,105
UTA,IND,UTA,IND,52f2f30d90a49484183283af,2009-12-04,2009-10,96,87
WAS,TOR,TOR,WAS,52f2f30e90a49484183283b0,2009-12-04,2009-10,107,109
CHA,PHI,CHA,PHI,52f2f30e90a49484183283b1,2009-12-05,2009-10,106,105
CHI,TOR,TOR,CHI,52f2f30f90a49484183283b2,2009-12-05,2009-10,78,110
DAL,ATL,ATL,DAL,52f2f31090a49484183283b3,2009-12-05,2009-10,75,80
GSW,ORL,ORL,GSW,52f2f31090a49484183283b4,2009-12-05,2009-10,118,126
LAC,IND,LAC,IND,52f2f31190a49484183283b5,2009-12-05,2009-10,88,72
MIN,UTA,MIN,UTA,52f2f31290a49484183283b6,2009-12-05,2009-10,108,101
PHO,SAC,PHO,SAC,52f2f31290a49484183283b7,2009-12-05,2009-10,115,107
POR,HOU,POR,HOU,52f2f31390a49484183283b8,2009-12-05,2009-10,90,89
SAS,DEN,DEN,SAS,52f2f31490a49484183283b9,2009-12-05,2009-10,99,106
DET,WAS,DET,WAS,52f2f31490a49484183283ba,2009-12-06,2009-10,98,94
LAL,PHO,LAL,PHO,52f2f31590a49484183283bb,2009-12-06,2009-10,108,88
MIL,CLE,CLE,MIL,52f2f31690a49484183283bc,2009-12-06,2009-10,86,101
SAC,MIA,MIA,SAC,52f2f31790a49484183283be,2009-12-06,2009-10,102,115
NYK,POR,NYK,POR,52f2f31890a49484183283bf,2009-12-07,2009-10,93,84
OKC,GSW,OKC,GSW,52f2f31890a49484183283c0,2009-12-07,2009-10,104,88
PHI,DEN,DEN,PHI,52f2f31990a49484183283c1,2009-12-07,2009-10,83,93
UTA,SAS,UTA,SAS,52f2f31990a49484183283c2,2009-12-07,2009-10,104,101
BOS,MIL,BOS,MIL,52f2f31a90a49484183283c3,2009-12-08,2009-10,98,89
CHA,DEN,CHA,DEN,52f2f31b90a49484183283c4,2009-12-08,2009-10,107,95
CHI,NJN,NJN,CHI,52f2f31b90a49484183283c5,2009-12-08,2009-10,101,103
DAL,PHO,DAL,PHO,52f2f31c90a49484183283c6,2009-12-08,2009-10,102,101
LAC,ORL,ORL,LAC,52f2f31d90a49484183283c7,2009-12-08,2009-10,86,97
MEM,CLE,MEM,CLE,52f2f31d90a49484183283c8,2009-12-08,2009-10,111,109
NOH,SAC,NOH,SAC,52f2f31e90a49484183283c9,2009-12-08,2009-10,96,94
TOR,MIN,TOR,MIN,52f2f31f90a49484183283ca,2009-12-08,2009-10,94,88
ATL,CHI,ATL,CHI,52f2f31f90a49484183283cb,2009-12-09,2009-10,118,83
HOU,CLE,HOU,CLE,52f2f32090a49484183283cc,2009-12-09,2009-10,95,85
IND,POR,POR,IND,52f2f32190a49484183283cd,2009-12-09,2009-10,91,102
LAL,UTA,LAL,UTA,52f2f32190a49484183283ce,2009-12-09,2009-10,101,77
MIL,TOR,MIL,TOR,52f2f32290a49484183283cf,2009-12-09,2009-10,117,95
MIN,NOH,NOH,MIN,52f2f32390a49484183283d0,2009-12-09,2009-10,96,97
NJN,GSW,GSW,NJN,52f2f32390a49484183283d1,2009-12-09,2009-10,89,105
PHI,DET,DET,PHI,52f2f32490a49484183283d2,2009-12-09,2009-10,86,90
DEN,PHO,DEN,PHO,52f2f33090a49484183283e4,2009-12-12,2009-10,105,99
DET,GSW,DET,GSW,52f2f33090a49484183283e5,2009-12-12,2009-10,104,95
MIL,POR,MIL,POR,52f2f33190a49484183283e6,2009-12-12,2009-10,108,101
SAC,MIN,SAC,MIN,52f2f33190a49484183283e7,2009-12-12,2009-10,120,100
UTA,LAL,UTA,LAL,52f2f33290a49484183283e8,2009-12-12,2009-10,102,94
WAS,IND,IND,WAS,52f2f33390a49484183283e9,2009-12-12,2009-10,113,114
ATL,NJN,ATL,NJN,52f2f33390a49484183283ea,2009-12-13,2009-10,130,107
LAC,SAS,SAS,LAC,52f2f33490a49484183283eb,2009-12-13,2009-10,90,115
MIA,MEM,MEM,MIA,52f2f33590a49484183283ec,2009-12-13,2009-10,90,118
OKC,CLE,CLE,OKC,52f2f33590a49484183283ed,2009-12-13,2009-10,89,102
TOR,HOU,TOR,HOU,52f2f33690a49484183283ee,2009-12-13,2009-10,101,88
DAL,NOH,DAL,NOH,52f2f33790a49484183283ef,2009-12-14,2009-10,94,90
DEN,OKC,DEN,OKC,52f2f33790a49484183283f0,2009-12-14,2009-10,102,93
LAC,WAS,LAC,WAS,52f2f33890a49484183283f1,2009-12-14,2009-10,97,95
MEM,BOS,BOS,MEM,52f2f33990a49484183283f2,2009-12-14,2009-10,105,110
ORL,IND,ORL,IND,52f2f33990a49484183283f3,2009-12-14,2009-10,106,98
CHA,NYK,CHA,NYK,52f2f33b90a49484183283f6,2009-12-15,2009-10,94,87
CLE,NJN,CLE,NJN,52f2f33d90a49484183283f8,2009-12-15,2009-10,99,89
HOU,DET,HOU,DET,52f2f33d90a49484183283f9,2009-12-15,2009-10,107,96
PHO,SAS,PHO,SAS,52f2f33f90a49484183283fb,2009-12-15,2009-10,116,104
POR,SAC,POR,SAC,52f2f33f90a49484183283fc,2009-12-15,2009-10,95,88
ATL,MEM,ATL,MEM,52f2f34090a49484183283fd,2009-12-16,2009-10,110,97
DEN,HOU,DEN,HOU,52f2f34190a49484183283fe,2009-12-16,2009-10,111,101
GSW,SAS,SAS,GSW,52f2f34190a49484183283ff,2009-12-16,2009-10,91,103
IND,CHA,IND,CHA,52f2f34290a4948418328400,2009-12-16,2009-10,101,98
MIL,LAL,LAL,MIL,52f2f34390a4948418328401,2009-12-16,2009-10,106,107
MIN,LAC,LAC,MIN,52f2f34590a4948418328402,2009-12-16,2009-10,95,120
NJN,UTA,UTA,NJN,52f2f34690a4948418328403,2009-12-16,2009-10,92,108
NOH,DET,NOH,DET,52f2f34790a4948418328404,2009-12-16,2009-10,95,87
OKC,DAL,DAL,OKC,52f2f34790a4948418328405,2009-12-16,2009-10,86,100
ORL,TOR,ORL,TOR,52f2f34890a4948418328406,2009-12-16,2009-10,118,99
PHI,CLE,CLE,PHI,52f2f34990a4948418328407,2009-12-16,2009-10,101,108
SAC,WAS,SAC,WAS,52f2f34990a4948418328408,2009-12-16,2009-10,112,109
CHI,NYK,CHI,NYK,52f2f34a90a4948418328409,2009-12-17,2009-10,98,89
MIA,ORL,MIA,ORL,52f2f34b90a494841832840a,2009-12-17,2009-10,104,86
POR,PHO,POR,PHO,52f2f34b90a494841832840b,2009-12-17,2009-10,105,102
ATL,UTA,ATL,UTA,52f2f34c90a494841832840c,2009-12-18,2009-10,96,83
SAS,IND,SAS,IND,52f2f35a90a494841832841f,2009-12-19,2009-10,100,99
BOS,MIN,BOS,MIN,52f2f35b90a4948418328420,2009-12-20,2009-10,122,104
DAL,CLE,DAL,CLE,52f2f35b90a4948418328421,2009-12-20,2009-10,102,95
DET,LAL,LAL,DET,52f2f35c90a4948418328422,2009-12-20,2009-10,81,93
MEM,DEN,MEM,DEN,52f2f35d90a4948418328423,2009-12-20,2009-10,102,96
MIA,POR,POR,MIA,52f2f35d90a4948418328424,2009-12-20,2009-10,95,102
NYK,CHA,NYK,CHA,52f2f35e90a4948418328425,2009-12-20,2009-10,98,94
TOR,NOH,TOR,NOH,52f2f35f90a4948418328426,2009-12-20,2009-10,98,92
CHI,SAC,SAC,CHI,52f2f36090a4948418328427,2009-12-21,2009-10,98,102
IND,MIL,MIL,IND,52f2f36090a4948418328428,2009-12-21,2009-10,81,84
ORL,UTA,ORL,UTA,52f2f36190a4948418328429,2009-12-21,2009-10,104,99
PHO,CLE,CLE,PHO,52f2f36290a494841832842a,2009-12-21,2009-10,91,109
SAS,LAC,SAS,LAC,52f2f36290a494841832842b,2009-12-21,2009-10,103,87
BOS,IND,BOS,IND,52f2f36390a494841832842c,2009-12-22,2009-10,103,94
CHA,DET,CHA,DET,52f2f36490a494841832842d,2009-12-22,2009-10,88,76
DAL,POR,POR,DAL,52f2f36590a494841832842e,2009-12-22,2009-10,81,85
HOU,LAC,HOU,LAC,52f2f36590a494841832842f,2009-12-22,2009-10,108,99
LAL,OKC,LAL,OKC,52f2f36690a4948418328430,2009-12-22,2009-10,111,108
MEM,GSW,MEM,GSW,52f2f36790a4948418328431,2009-12-22,2009-10,121,108
MIN,ATL,ATL,MIN,52f2f36790a4948418328432,2009-12-22,2009-10,87,112
NYK,CHI,NYK,CHI,52f2f36890a4948418328433,2009-12-22,2009-10,88,81
WAS,PHI,WAS,PHI,52f2f36990a4948418328434,2009-12-22,2009-10,105,98
DEN,ATL,DEN,ATL,52f2f36a90a4948418328435,2009-12-23,2009-10,124,104
DET,TOR,TOR,DET,52f2f36a90a4948418328436,2009-12-23,2009-10,64,94
MIA,UTA,MIA,UTA,52f2f36b90a4948418328437,2009-12-23,2009-10,80,70
MIL,WAS,WAS,MIL,52f2f36c90a4948418328438,2009-12-23,2009-10,97,109
NJN,MIN,MIN,NJN,52f2f36d90a4948418328439,2009-12-23,2009-10,99,103
NOH,GSW,NOH,GSW,52f2f36d90a494841832843a,2009-12-23,2009-10,108,102
ORL,HOU,ORL,HOU,52f2f36e90a494841832843b,2009-12-23,2009-10,102,87
LAC,BOS,LAC,BOS,52f2f37d90a4948418328450,2009-12-27,2009-10,92,90
MIA,IND,MIA,IND,52f2f37e90a4948418328451,2009-12-27,2009-10,114,80
NYK,SAS,SAS,NYK,52f2f37e90a4948418328452,2009-12-27,2009-10,88,95
TOR,DET,TOR,DET,52f2f37f90a4948418328453,2009-12-27,2009-10,102,95
CHA,MIL,CHA,MIL,52f2f38090a4948418328454,2009-12-28,2009-10,94,84
GSW,BOS,GSW,BOS,52f2f38190a4948418328455,2009-12-28,2009-10,103,99
MEM,WAS,MEM,WAS,52f2f38190a4948418328456,2009-12-28,2009-10,116,111
NJN,OKC,OKC,NJN,52f2f38290a4948418328457,2009-12-28,2009-10,89,105
PHO,LAL,PHO,LAL,52f2f38390a4948418328458,2009-12-28,2009-10,118,103
POR,PHI,PHI,POR,52f2f38390a4948418328459,2009-12-28,2009-10,93,104
SAC,DEN,SAC,DEN,52f2f38490a494841832845a,2009-12-28,2009-10,106,101
ATL,CLE,CLE,ATL,52f2f38590a494841832845b,2009-12-29,2009-10,84,95
CHI,IND,CHI,IND,52f2f38690a494841832845c,2009-12-29,2009-10,104,95
DET,NYK,NYK,DET,52f2f38690a494841832845d,2009-12-29,2009-10,87,104
HOU,NOH,HOU,NOH,52f2f38790a494841832845e,2009-12-29,2009-10,108,100
LAL,GSW,LAL,GSW,52f2f38890a494841832845f,2009-12-29,2009-10,124,118
SAS,MIN,SAS,MIN,52f2f38890a4948418328460,2009-12-29,2009-10,117,99
WAS,OKC,OKC,WAS,52f2f38990a4948418328461,2009-12-29,2009-10,98,110
MIA,CHA,CHA,MIA,52f2f39990a4948418328477,2010-01-02,2009-10,97,107
MIL,OKC,MIL,OKC,52f2f39a90a4948418328478,2010-01-02,2009-10,103,97
NJN,CLE,CLE,NJN,52f2f39a90a4948418328479,2010-01-02,2009-10,86,94
NOH,HOU,NOH,HOU,52f2f39b90a494841832847a,2010-01-02,2009-10,99,95
PHO,MEM,MEM,PHO,52f2f39c90a494841832847b,2010-01-02,2009-10,103,128
POR,GSW,POR,GSW,52f2f39c90a494841832847c,2010-01-02,2009-10,105,89
SAC,DAL,DAL,SAC,52f2f39d90a494841832847d,2010-01-02,2009-10,91,99
UTA,DEN,DEN,UTA,52f2f39e90a494841832847e,2010-01-02,2009-10,95,105
WAS,SAS,SAS,WAS,52f2f39f90a494841832847f,2010-01-02,2009-10,86,97
CLE,CHA,CHA,CLE,52f2f39f90a4948418328480,2010-01-03,2009-10,88,91
DEN,PHI,PHI,DEN,52f2f3a090a4948418328481,2010-01-03,2009-10,105,108
LAL,DAL,LAL,DAL,52f2f3a190a4948418328482,2010-01-03,2009-10,131,96
NYK,IND,NYK,IND,52f2f3a190a4948418328483,2010-01-03,2009-10,132,89
TOR,SAS,TOR,SAS,52f2f3a290a4948418328484,2010-01-03,2009-10,91,86
CHI,OKC,OKC,CHI,52f2f3a390a4948418328485,2010-01-04,2009-10,85,98
LAC,POR,LAC,POR,52f2f3a490a4948418328486,2010-01-04,2009-10,105,95
MIA,ATL,MIA,ATL,52f2f3a490a4948418328487,2010-01-04,2009-10,92,75
UTA,NOH,NOH,UTA,52f2f3a590a4948418328488,2010-01-04,2009-10,87,91
CHA,CHI,CHA,CHI,52f2f3a690a4948418328489,2010-01-05,2009-10,113,108
DAL,DET,DAL,DET,52f2f3a690a494841832848a,2010-01-05,2009-10,98,93
DEN,GSW,DEN,GSW,52f2f3a790a494841832848b,2010-01-05,2009-10,123,122
IND,ORL,IND,ORL,52f2f3a890a494841832848c,2010-01-05,2009-10,97,90
LAL,HOU,LAL,HOU,52f2f3a990a494841832848d,2010-01-05,2009-10,88,79
NJN,MIL,MIL,NJN,52f2f3a990a494841832848e,2010-01-05,2009-10,76,98
PHI,WAS,WAS,PHI,52f2f3aa90a494841832848f,2010-01-05,2009-10,97,104
ATL,NJN,ATL,NJN,52f2f3ac90a4948418328492,2010-01-06,2009-10,119,89
CLE,WAS,CLE,WAS,52f2f3ad90a4948418328493,2010-01-06,2009-10,121,98
LAC,LAL,LAC,LAL,52f2f3ae90a4948418328494,2010-01-06,2009-10,102,91
MIA,BOS,BOS,MIA,52f2f3ae90a4948418328495,2010-01-06,2009-10,106,112
MIN,GSW,GSW,MIN,52f2f3af90a4948418328496,2010-01-06,2009-10,101,107
OKC,NOH,NOH,OKC,52f2f3b090a4948418328497,2010-01-06,2009-10,92,97
ORL,TOR,TOR,ORL,52f2f3b190a4948418328498,2010-01-06,2009-10,103,108
PHO,HOU,PHO,HOU,52f2f3b190a4948418328499,2010-01-06,2009-10,118,110
SAS,DET,SAS,DET,52f2f3b290a494841832849a,2010-01-06,2009-10,112,92
UTA,MEM,UTA,MEM,52f2f3b390a494841832849b,2010-01-06,2009-10,117,94
NYK,CHA,NYK,CHA,52f2f3b390a494841832849c,2010-01-07,2009-10,97,93
ATL,BOS,ATL,BOS,52f2f3b490a494841832849d,2010-01-08,2009-10,93,85
DEN,CLE,DEN,CLE,52f2f3b590a494841832849e,2010-01-08,2009-10,99,97
GSW,SAC,GSW,SAC,52f2f3b690a494841832849f,2010-01-08,2009-10,108,101
MEM,UTA,MEM,UTA,52f2f3b690a49484183284a0,2010-01-08,2009-10,91,89
MIL,CHI,MIL,CHI,52f2f3b790a49484183284a1,2010-01-08,2009-10,96,93
MIN,IND,MIN,IND,52f2f3b890a49484183284a2,2010-01-08,2009-10,116,109
NOH,NJN,NOH,NJN,52f2f3b890a49484183284a3,2010-01-08,2009-10,103,99
PHI,TOR,TOR,PHI,52f2f3b990a49484183284a4,2010-01-08,2009-10,106,108
PHO,MIA,MIA,PHO,52f2f3ba90a49484183284a5,2010-01-08,2009-10,105,109
PHI,NOH,PHI,NOH,52f2f3cc90a49484183284bd,2010-01-11,2009-10,96,92
PHO,MIL,PHO,MIL,52f2f3cd90a49484183284be,2010-01-11,2009-10,105,101
UTA,MIA,UTA,MIA,52f2f3ce90a49484183284bf,2010-01-11,2009-10,118,89
CHA,HOU,CHA,HOU,52f2f3ce90a49484183284c0,2010-01-12,2009-10,102,94
MEM,LAC,MEM,LAC,52f2f3cf90a49484183284c1,2010-01-12,2009-10,104,102
SAC,ORL,ORL,SAC,52f2f3d090a49484183284c2,2010-01-12,2009-10,88,109
SAS,LAL,SAS,LAL,52f2f3d090a49484183284c3,2010-01-12,2009-10,105,85
WAS,DET,DET,WAS,52f2f3d190a49484183284c4,2010-01-12,2009-10,90,99
ATL,WAS,ATL,WAS,52f2f3d290a49484183284c5,2010-01-13,2009-10,94,82
DAL,LAL,LAL,DAL,52f2f3d390a49484183284c6,2010-01-13,2009-10,95,100
DEN,ORL,DEN,ORL,52f2f3d390a49484183284c7,2010-01-13,2009-10,115,97
GSW,MIA,MIA,GSW,52f2f3d490a49484183284c8,2010-01-13,2009-10,102,115
HOU,MIN,HOU,MIN,52f2f3d590a49484183284c9,2010-01-13,2009-10,120,114
IND,PHO,IND,PHO,52f2f3d590a49484183284ca,2010-01-13,2009-10,122,114
NJN,BOS,BOS,NJN,52f2f3d690a49484183284cb,2010-01-13,2009-10,87,111
NOH,LAC,NOH,LAC,52f2f3d790a49484183284cc,2010-01-13,2009-10,108,94
OKC,SAS,SAS,OKC,52f2f3d890a49484183284cd,2010-01-13,2009-10,108,109
PHI,NYK,NYK,PHI,52f2f3d890a49484183284ce,2010-01-13,2009-10,92,93
POR,MIL,POR,MIL,52f2f3d990a49484183284cf,2010-01-13,2009-10,120,108
BOS,CHI,CHI,BOS,52f2f3da90a49484183284d0,2010-01-14,2009-10,83,96
ATL,PHO,ATL,PHO,52f2f3db90a49484183284d2,2010-01-15,2009-10,102,101
CHA,SAS,CHA,SAS,52f2f3dc90a49484183284d3,2010-01-15,2009-10,92,76
CHI,WAS,CHI,WAS,52f2f3dd90a49484183284d4,2010-01-15,2009-10,121,119
DAL,OKC,DAL,OKC,52f2f3dd90a49484183284d5,2010-01-15,2009-10,99,98
DET,NOH,DET,NOH,52f2f3de90a49484183284d6,2010-01-15,2009-10,110,104
GSW,MIL,MIL,GSW,52f2f3df90a49484183284d7,2010-01-15,2009-10,104,113
HOU,MIA,MIA,HOU,52f2f3e090a49484183284d8,2010-01-15,2009-10,106,115
LAL,LAC,LAL,LAC,52f2f3e090a49484183284d9,2010-01-15,2009-10,126,86
MEM,MIN,MEM,MIN,52f2f3e190a49484183284da,2010-01-15,2009-10,135,110
NJN,IND,IND,NJN,52f2f3e290a49484183284db,2010-01-15,2009-10,105,121
NYK,TOR,TOR,NYK,52f2f3e390a49484183284dc,2010-01-15,2009-10,104,112
PHI,SAC,PHI,SAC,52f2f3e490a49484183284dd,2010-01-15,2009-10,98,86
POR,ORL,POR,ORL,52f2f3e490a49484183284de,2010-01-15,2009-10,102,87
CHA,PHO,CHA,PHO,52f2f3e590a49484183284df,2010-01-16,2009-10,125,99
DET,NYK,DET,NYK,52f2f3e690a49484183284e0,2010-01-16,2009-10,94,90
IND,NOH,NOH,IND,52f2f3e790a49484183284e1,2010-01-16,2009-10,96,101
LAC,CLE,CLE,LAC,52f2f3e790a49484183284e2,2010-01-16,2009-10,101,102
MEM,SAS,MEM,SAS,52f2f3e890a49484183284e3,2010-01-16,2009-10,92,86
OKC,MIA,OKC,MIA,52f2f3e990a49484183284e4,2010-01-16,2009-10,98,80
MIN,OKC,OKC,MIN,52f2f3fb90a49484183284fd,2010-01-20,2009-10,92,94
NOH,MEM,NOH,MEM,52f2f3fb90a49484183284fe,2010-01-20,2009-10,113,111
ORL,IND,ORL,IND,52f2f3fc90a49484183284ff,2010-01-20,2009-10,109,98
PHI,POR,POR,PHI,52f2f3fd90a4948418328500,2010-01-20,2009-10,90,98
PHO,NJN,PHO,NJN,52f2f3fe90a4948418328501,2010-01-20,2009-10,118,94
SAS,UTA,UTA,SAS,52f2f3fe90a4948418328502,2010-01-20,2009-10,98,105
WAS,DAL,DAL,WAS,52f2f3ff90a4948418328503,2010-01-20,2009-10,93,94
CLE,LAL,CLE,LAL,52f2f40090a4948418328504,2010-01-21,2009-10,93,87
DEN,LAC,DEN,LAC,52f2f40090a4948418328505,2010-01-21,2009-10,105,85
ATL,CHA,ATL,CHA,52f2f40190a4948418328506,2010-01-22,2009-10,103,89
BOS,POR,BOS,POR,52f2f40290a4948418328507,2010-01-22,2009-10,98,95
DET,IND,IND,DET,52f2f40390a4948418328508,2010-01-22,2009-10,93,105
GSW,NJN,GSW,NJN,52f2f40390a4948418328509,2010-01-22,2009-10,111,79
MEM,OKC,MEM,OKC,52f2f40490a494841832850a,2010-01-22,2009-10,86,84
MIN,NOH,NOH,MIN,52f2f40590a494841832850b,2010-01-22,2009-10,94,96
NYK,LAL,LAL,NYK,52f2f40590a494841832850c,2010-01-22,2009-10,105,115
ORL,SAC,ORL,SAC,52f2f40690a494841832850d,2010-01-22,2009-10,100,84
PHI,DAL,PHI,DAL,52f2f40790a494841832850e,2010-01-22,2009-10,92,81
PHO,CHI,CHI,PHO,52f2f40890a494841832850f,2010-01-22,2009-10,104,115
SAS,HOU,HOU,SAS,52f2f40890a4948418328510,2010-01-22,2009-10,109,116
TOR,MIL,TOR,MIL,52f2f40990a4948418328511,2010-01-22,2009-10,101,96
WAS,MIA,MIA,WAS,52f2f40a90a4948418328512,2010-01-22,2009-10,88,112
CHA,ORL,ORL,CHA,52f2f40b90a4948418328513,2010-01-23,2009-10,95,106
CLE,OKC,CLE,OKC,52f2f40b90a4948418328514,2010-01-23,2009-10,100,99
DEN,NOH,DEN,NOH,52f2f40c90a4948418328515,2010-01-23,2009-10,116,110
IND,PHI,PHI,IND,52f2f40e90a4948418328518,2010-01-23,2009-10,97,107
MIA,SAC,MIA,SAC,52f2f40f90a4948418328519,2010-01-23,2009-10,115,84
MIL,MIN,MIL,MIN,52f2f41090a494841832851a,2010-01-23,2009-10,127,94
PHO,GSW,PHO,GSW,52f2f41090a494841832851b,2010-01-23,2009-10,112,103
UTA,NJN,UTA,NJN,52f2f41190a494841832851c,2010-01-23,2009-10,116,83
NYK,DAL,DAL,NYK,52f2f41290a494841832851d,2010-01-24,2009-10,78,128
TOR,LAL,TOR,LAL,52f2f41390a494841832851e,2010-01-24,2009-10,106,105
WAS,LAC,LAC,WAS,52f2f41390a494841832851f,2010-01-24,2009-10,78,92
BOS,LAC,BOS,LAC,52f2f41490a4948418328520,2010-01-25,2009-10,95,89
DEN,CHA,DEN,CHA,52f2f41590a4948418328521,2010-01-25,2009-10,104,93
HOU,ATL,ATL,HOU,52f2f41590a4948418328522,2010-01-25,2009-10,95,102
MEM,ORL,MEM,ORL,52f2f41690a4948418328523,2010-01-25,2009-10,99,94
MIA,CLE,CLE,MIA,52f2f41790a4948418328524,2010-01-25,2009-10,91,92
PHI,IND,IND,PHI,52f2f41890a4948418328525,2010-01-25,2009-10,98,109
POR,NOH,NOH,POR,52f2f41890a4948418328526,2010-01-25,2009-10,97,98
SAS,CHI,CHI,SAS,52f2f41990a4948418328527,2010-01-25,2009-10,93,98
POR,UTA,UTA,POR,52f2f42490a4948418328536,2010-01-27,2009-10,95,106
SAS,ATL,SAS,ATL,52f2f42590a4948418328537,2010-01-27,2009-10,105,90
TOR,MIA,TOR,MIA,52f2f42590a4948418328538,2010-01-27,2009-10,111,103
NYK,TOR,TOR,NYK,52f2f42690a4948418328539,2010-01-28,2009-10,104,106
ORL,BOS,ORL,BOS,52f2f42790a494841832853a,2010-01-28,2009-10,96,94
PHO,DAL,PHO,DAL,52f2f42790a494841832853b,2010-01-28,2009-10,112,106
ATL,BOS,ATL,BOS,52f2f42890a494841832853c,2010-01-29,2009-10,100,91
DET,MIA,MIA,DET,52f2f42990a494841832853d,2010-01-29,2009-10,65,92
GSW,CHA,CHA,GSW,52f2f42a90a494841832853e,2010-01-29,2009-10,110,121
