t_home	t_away	t_win	t_loss	gameUID	date	season	home_score	away_score
NYK	BOS	BOS	NYK	52f2f8eb90a4948418328b7d	3/21/2011	2010-11	86	96
SAS	GSW	SAS	GSW	52f2f8ec90a4948418328b7e	3/21/2011	2010-11	111	96
ATL	CHI	CHI	ATL	52f2f8ed90a4948418328b7f	3/22/2011	2010-11	81	114
LAL	PHO	LAL	PHO	52f2f8ed90a4948418328b80	3/22/2011	2010-11	139	137
POR	WAS	POR	WAS	52f2f8ee90a4948418328b81	3/22/2011	2010-11	111	76
BOS	MEM	MEM	BOS	52f2f8ef90a4948418328b82	3/23/2011	2010-11	87	90
CHA	IND	IND	CHA	52f2f8ef90a4948418328b83	3/23/2011	2010-11	88	111
CLE	NJN	NJN	CLE	52f2f8f090a4948418328b84	3/23/2011	2010-11	94	98
DEN	SAS	DEN	SAS	52f2f8f190a4948418328b85	3/23/2011	2010-11	115	112
DET	MIA	MIA	DET	52f2f8f190a4948418328b86	3/23/2011	2010-11	94	100
HOU	GSW	HOU	GSW	52f2f8f290a4948418328b87	3/23/2011	2010-11	131	112
LAC	WAS	LAC	WAS	52f2f8f290a4948418328b88	3/23/2011	2010-11	127	119
MIL	SAC	SAC	MIL	52f2f8f390a4948418328b89	3/23/2011	2010-11	90	97
NYK	ORL	ORL	NYK	52f2f8f490a4948418328b8a	3/23/2011	2010-11	99	111
OKC	UTA	OKC	UTA	52f2f8f490a4948418328b8b	3/23/2011	2010-11	106	94
PHI	ATL	PHI	ATL	52f2f8f590a4948418328b8c	3/23/2011	2010-11	105	100
PHO	TOR	PHO	TOR	52f2f8f690a4948418328b8d	3/23/2011	2010-11	114	106
DAL	MIN	DAL	MIN	52f2f8f690a4948418328b8e	3/24/2011	2010-11	104	96
UTA	NOH	NOH	UTA	52f2f8f790a4948418328b8f	3/24/2011	2010-11	117	121
BOS	CHA	CHA	BOS	52f2f8f890a4948418328b90	3/25/2011	2010-11	81	83
CHI	MEM	CHI	MEM	52f2f8f890a4948418328b91	3/25/2011	2010-11	99	96
CLE	DET	CLE	DET	52f2f8f990a4948418328b92	3/25/2011	2010-11	97	91
DEN	WAS	DEN	WAS	52f2f8f990a4948418328b93	3/25/2011	2010-11	114	94
GSW	TOR	GSW	TOR	52f2f8fa90a4948418328b94	3/25/2011	2010-11	138	100
IND	SAC	SAC	IND	52f2f8fb90a4948418328b95	3/25/2011	2010-11	93	110
LAL	LAC	LAL	LAC	52f2f8fb90a4948418328b96	3/25/2011	2010-11	112	104
MIA	PHI	MIA	PHI	52f2f8fc90a4948418328b97	3/25/2011	2010-11	111	99
NYK	MIL	MIL	NYK	52f2f8fd90a4948418328b98	3/25/2011	2010-11	96	102
OKC	MIN	OKC	MIN	52f2f8fd90a4948418328b99	3/25/2011	2010-11	111	103
ORL	NJN	ORL	NJN	52f2f8fe90a4948418328b9a	3/25/2011	2010-11	95	85
PHO	NOH	NOH	PHO	52f2f8ff90a4948418328b9b	3/25/2011	2010-11	100	106
POR	SAS	POR	SAS	52f2f8ff90a4948418328b9c	3/25/2011	2010-11	98	96
ATL	NJN	ATL	NJN	52f2f90090a4948418328b9d	3/26/2011	2010-11	98	87
CHA	NYK	CHA	NYK	52f2f90090a4948418328b9e	3/26/2011	2010-11	114	106
DET	IND	DET	IND	52f2f90190a4948418328b9f	3/26/2011	2010-11	100	88
LAC	TOR	LAC	TOR	52f2f90290a4948418328ba0	3/26/2011	2010-11	94	90
MIL	CHI	CHI	MIL	52f2f90290a4948418328ba1	3/26/2011	2010-11	87	95
UTA	DAL	DAL	UTA	52f2f90390a4948418328ba2	3/26/2011	2010-11	77	94
CLE	ATL	ATL	CLE	52f2f90490a4948418328ba3	3/27/2011	2010-11	83	99
GSW	WAS	GSW	WAS	52f2f90490a4948418328ba4	3/27/2011	2010-11	114	104
LAL	NOH	LAL	NOH	52f2f90590a4948418328ba5	3/27/2011	2010-11	102	84
MEM	SAS	MEM	SAS	52f2f90690a4948418328ba6	3/27/2011	2010-11	111	104
MIA	HOU	MIA	HOU	52f2f90690a4948418328ba7	3/27/2011	2010-11	125	119
MIN	BOS	BOS	MIN	52f2f90790a4948418328ba8	3/27/2011	2010-11	82	85
OKC	POR	OKC	POR	52f2f90790a4948418328ba9	3/27/2011	2010-11	99	90
PHI	SAC	SAC	PHI	52f2f90890a4948418328baa	3/27/2011	2010-11	111	114
PHO	DAL	DAL	PHO	52f2f90990a4948418328bab	3/27/2011	2010-11	83	91
CHA	MIL	CHA	MIL	52f2f90990a4948418328bac	3/28/2011	2010-11	87	86
CHI	PHI	PHI	CHI	52f2f90a90a4948418328bad	3/28/2011	2010-11	85	97
IND	BOS	IND	BOS	52f2f90b90a4948418328bae	3/28/2011	2010-11	107	100
NYK	ORL	NYK	ORL	52f2f90b90a4948418328baf	3/28/2011	2010-11	113	106
SAS	POR	POR	SAS	52f2f90c90a4948418328bb0	3/28/2011	2010-11	92	100
UTA	WAS	WAS	UTA	52f2f90c90a4948418328bb1	3/28/2011	2010-11	95	100
CLE	MIA	CLE	MIA	52f2f90d90a4948418328bb2	3/29/2011	2010-11	102	90
NJN	HOU	HOU	NJN	52f2f90e90a4948418328bb3	3/29/2011	2010-11	87	112
OKC	GSW	OKC	GSW	52f2f90e90a4948418328bb4	3/29/2011	2010-11	115	114
SAC	PHO	SAC	PHO	52f2f90f90a4948418328bb5	3/29/2011	2010-11	116	113
ATL	ORL	ATL	ORL	52f2f91090a4948418328bb6	3/30/2011	2010-11	85	82
CHA	CLE	CHA	CLE	52f2f91090a4948418328bb7	3/30/2011	2010-11	98	97
DEN	SAC	DEN	SAC	52f2f91190a4948418328bb8	3/30/2011	2010-11	104	90
IND	DET	IND	DET	52f2f91290a4948418328bb9	3/30/2011	2010-11	111	101
LAC	DAL	DAL	LAC	52f2f91290a4948418328bba	3/30/2011	2010-11	100	106
MEM	GSW	MEM	GSW	52f2f91390a4948418328bbb	3/30/2011	2010-11	110	91
MIN	CHI	CHI	MIN	52f2f91390a4948418328bbc	3/30/2011	2010-11	91	108
NOH	POR	NOH	POR	52f2f91490a4948418328bbd	3/30/2011	2010-11	95	91
NYK	NJN	NYK	NJN	52f2f91590a4948418328bbe	3/30/2011	2010-11	120	116
PHI	HOU	PHI	HOU	52f2f91590a4948418328bbf	3/30/2011	2010-11	108	97
PHO	OKC	OKC	PHO	52f2f91690a4948418328bc0	3/30/2011	2010-11	98	116
CHA	WAS	CHA	WAS	52f2f46190a494841832858c	2/9/2010	2009-10	94	92
CLE	NJN	CLE	NJN	52f2f46190a494841832858d	2/9/2010	2009-10	104	97
DEN	DAL	DEN	DAL	52f2f46290a494841832858e	2/9/2010	2009-10	127	91
IND	CHI	CHI	IND	52f2f46390a494841832858f	2/9/2010	2009-10	101	109
LAC	UTA	UTA	LAC	52f2f46490a4948418328590	2/9/2010	2009-10	99	109
MEM	ATL	ATL	MEM	52f2f46490a4948418328591	2/9/2010	2009-10	94	108
MIA	HOU	MIA	HOU	52f2f46590a4948418328592	2/9/2010	2009-10	99	66
MIL	DET	DET	MIL	52f2f46690a4948418328593	2/9/2010	2009-10	81	93
NYK	SAC	SAC	NYK	52f2f46690a4948418328594	2/9/2010	2009-10	114	118
PHI	MIN	PHI	MIN	52f2f46790a4948418328595	2/9/2010	2009-10	119	97
POR	OKC	OKC	POR	52f2f46890a4948418328596	2/9/2010	2009-10	77	89
ATL	MIA	MIA	ATL	52f2f46990a4948418328597	2/10/2010	2009-10	76	94
CHI	ORL	ORL	CHI	52f2f46a90a4948418328598	2/10/2010	2009-10	87	107
DET	SAC	SAC	DET	52f2f46b90a4948418328599	2/10/2010	2009-10	97	103
GSW	LAC	GSW	LAC	52f2f46c90a494841832859a	2/10/2010	2009-10	132	102
MIN	CHA	CHA	MIN	52f2f46d90a494841832859b	2/10/2010	2009-10	92	93
DEN	MIL	MIL	DEN	52f2f52590a494841832869d	3/20/2010	2009-10	97	102
MEM	GSW	MEM	GSW	52f2f52590a494841832869e	3/20/2010	2009-10	123	107
MIA	CHA	MIA	CHA	52f2f52690a494841832869f	3/20/2010	2009-10	77	71
NJN	TOR	TOR	NJN	52f2f52790a49484183286a0	3/20/2010	2009-10	90	100
PHI	CHI	CHI	PHI	52f2f52890a49484183286a1	3/20/2010	2009-10	84	98
UTA	NOH	UTA	NOH	52f2f52890a49484183286a2	3/20/2010	2009-10	106	86
ATL	SAS	ATL	SAS	52f2f52990a49484183286a3	3/21/2010	2009-10	119	114
CLE	DET	CLE	DET	52f2f52a90a49484183286a4	3/21/2010	2009-10	104	79
IND	OKC	IND	OKC	52f2f52a90a49484183286a5	3/21/2010	2009-10	121	101
LAC	SAC	SAC	LAC	52f2f52b90a49484183286a6	3/21/2010	2009-10	89	102
LAL	WAS	LAL	WAS	52f2f52c90a49484183286a7	3/21/2010	2009-10	99	92
TOR	MIL	MIL	TOR	52f2f91790a4948418328bc1	3/30/2011	2010-11	98	104
WAS	MIA	MIA	WAS	52f2f91790a4948418328bc2	3/30/2011	2010-11	107	123
LAL	DAL	LAL	DAL	52f2f91890a4948418328bc3	3/31/2011	2010-11	110	82
SAS	BOS	BOS	SAS	52f2f91990a4948418328bc4	3/31/2011	2010-11	97	107
ATL	BOS	ATL	BOS	52f2f91990a4948418328bc5	4/1/2011	2010-11	88	83
DET	CHI	CHI	DET	52f2f91a90a4948418328bc6	4/1/2011	2010-11	96	101
HOU	SAS	HOU	SAS	52f2f91a90a4948418328bc7	4/1/2011	2010-11	119	114
IND	MIL	IND	MIL	52f2f91b90a4948418328bc8	4/1/2011	2010-11	89	88
MIN	MIA	MIA	MIN	52f2f91c90a4948418328bc9	4/1/2011	2010-11	92	111
NOH	MEM	MEM	NOH	52f2f91c90a4948418328bca	4/1/2011	2010-11	81	93
ORL	CHA	ORL	CHA	52f2f91d90a4948418328bcb	4/1/2011	2010-11	89	77
PHI	NJN	PHI	NJN	52f2f91e90a4948418328bcc	4/1/2011	2010-11	115	90
PHO	LAC	PHO	LAC	52f2f91e90a4948418328bcd	4/1/2011	2010-11	111	98
POR	OKC	POR	OKC	52f2f91f90a4948418328bce	4/1/2011	2010-11	98	91
SAC	DEN	DEN	SAC	52f2f92090a4948418328bcf	4/1/2011	2010-11	90	99
UTA	LAL	LAL	UTA	52f2f92090a4948418328bd0	4/1/2011	2010-11	85	96
WAS	CLE	WAS	CLE	52f2f92190a4948418328bd1	4/1/2011	2010-11	115	107
CHI	TOR	CHI	TOR	52f2f92290a4948418328bd2	4/2/2011	2010-11	113	106
GSW	DAL	GSW	DAL	52f2f92290a4948418328bd3	4/2/2011	2010-11	99	92
LAC	OKC	LAC	OKC	52f2f92390a4948418328bd4	4/2/2011	2010-11	98	92
MEM	MIN	MEM	MIN	52f2f92390a4948418328bd5	4/2/2011	2010-11	106	89
MIL	PHI	MIL	PHI	52f2f92490a4948418328bd6	4/2/2011	2010-11	93	87
BOS	DET	BOS	DET	52f2f92590a4948418328bd7	4/3/2011	2010-11	101	90
CHA	WAS	WAS	CHA	52f2f92590a4948418328bd8	4/3/2011	2010-11	91	97
HOU	ATL	HOU	ATL	52f2f92690a4948418328bd9	4/3/2011	2010-11	114	109
LAL	DEN	DEN	LAL	52f2f92790a4948418328bda	4/3/2011	2010-11	90	95
NJN	MIA	MIA	NJN	52f2f92790a4948418328bdb	4/3/2011	2010-11	94	108
NOH	IND	NOH	IND	52f2f92890a4948418328bdc	4/3/2011	2010-11	108	96
NYK	CLE	NYK	CLE	52f2f92890a4948418328bdd	4/3/2011	2010-11	123	107
POR	DAL	POR	DAL	52f2f92990a4948418328bde	4/3/2011	2010-11	104	96
SAC	UTA	SAC	UTA	52f2f92a90a4948418328bdf	4/3/2011	2010-11	106	97
SAS	PHO	SAS	PHO	52f2f92a90a4948418328be0	4/3/2011	2010-11	114	97
TOR	ORL	TOR	ORL	52f2f92b90a4948418328be1	4/3/2011	2010-11	102	98
ATL	SAS	SAS	ATL	52f2f92c90a4948418328be2	4/5/2011	2010-11	90	97
BOS	PHI	BOS	PHI	52f2f92c90a4948418328be3	4/5/2011	2010-11	99	82
CHI	PHO	CHI	PHO	52f2f92d90a4948418328be4	4/5/2011	2010-11	97	94
CLE	CHA	CLE	CHA	52f2f92e90a4948418328be5	4/5/2011	2010-11	99	89
DEN	OKC	OKC	DEN	52f2f92e90a4948418328be6	4/5/2011	2010-11	94	101
HOU	SAC	SAC	HOU	52f2f92f90a4948418328be7	4/5/2011	2010-11	101	104
LAL	UTA	UTA	LAL	52f2f92f90a4948418328be8	4/5/2011	2010-11	85	86
MEM	LAC	LAC	MEM	52f2f93090a4948418328be9	4/5/2011	2010-11	81	82
NJN	MIN	NJN	MIN	52f2f93190a4948418328bea	4/5/2011	2010-11	107	105
NYK	TOR	NYK	TOR	52f2f93190a4948418328beb	4/5/2011	2010-11	131	118
ORL	MIL	ORL	MIL	52f2f93290a4948418328bec	4/5/2011	2010-11	78	72
POR	GSW	GSW	POR	52f2f93390a4948418328bed	4/5/2011	2010-11	87	108
WAS	DET	WAS	DET	52f2f93390a4948418328bee	4/5/2011	2010-11	107	105
CHA	ORL	ORL	CHA	52f2f93490a4948418328bef	4/6/2011	2010-11	102	111
DAL	DEN	DEN	DAL	52f2f93590a4948418328bf0	4/6/2011	2010-11	96	104
DET	NJN	DET	NJN	52f2f93590a4948418328bf1	4/6/2011	2010-11	116	109
GSW	LAL	GSW	LAL	52f2f93690a4948418328bf2	4/6/2011	2010-11	95	87
IND	WAS	IND	WAS	52f2f93690a4948418328bf3	4/6/2011	2010-11	136	112
MIA	MIL	MIL	MIA	52f2f93790a4948418328bf4	4/6/2011	2010-11	85	90
MIN	PHO	PHO	MIN	52f2f93890a4948418328bf5	4/6/2011	2010-11	98	108
NOH	HOU	NOH	HOU	52f2f93890a4948418328bf6	4/6/2011	2010-11	101	93
OKC	LAC	OKC	LAC	52f2f93990a4948418328bf7	4/6/2011	2010-11	112	108
PHI	NYK	NYK	PHI	52f2f93a90a4948418328bf8	4/6/2011	2010-11	92	97
SAS	SAC	SAS	SAC	52f2f93a90a4948418328bf9	4/6/2011	2010-11	124	92
TOR	CLE	CLE	TOR	52f2f93b90a4948418328bfa	4/6/2011	2010-11	96	104
CHI	BOS	CHI	BOS	52f2f93c90a4948418328bfb	4/7/2011	2010-11	97	81
UTA	POR	POR	UTA	52f2f93c90a4948418328bfc	4/7/2011	2010-11	87	98
BOS	WAS	BOS	WAS	52f2f93d90a4948418328bfd	4/8/2011	2010-11	104	88
CLE	CHI	CHI	CLE	52f2f93d90a4948418328bfe	4/8/2011	2010-11	82	93
DAL	LAC	DAL	LAC	52f2f93e90a4948418328bff	4/8/2011	2010-11	107	96
DET	MIL	DET	MIL	52f2f93f90a4948418328c00	4/8/2011	2010-11	110	100
IND	ATL	IND	ATL	52f2f93f90a4948418328c01	4/8/2011	2010-11	114	102
MEM	SAC	MEM	SAC	52f2f94090a4948418328c02	4/8/2011	2010-11	101	96
MIA	CHA	MIA	CHA	52f2f94190a4948418328c03	4/8/2011	2010-11	112	103
NJN	NYK	NYK	NJN	52f2f94190a4948418328c04	4/8/2011	2010-11	93	116
NOH	PHO	NOH	PHO	52f2f94290a4948418328c05	4/8/2011	2010-11	109	97
OKC	DEN	OKC	DEN	52f2f94390a4948418328c06	4/8/2011	2010-11	104	89
PHI	TOR	PHI	TOR	52f2f94390a4948418328c07	4/8/2011	2010-11	98	93
POR	LAL	POR	LAL	52f2f94490a4948418328c08	4/8/2011	2010-11	93	86
DEN	MIN	DEN	MIN	52f2f94490a4948418328c09	4/9/2011	2010-11	130	106
HOU	LAC	HOU	LAC	52f2f94590a4948418328c0a	4/9/2011	2010-11	99	78
MIL	CLE	MIL	CLE	52f2f94690a4948418328c0b	4/9/2011	2010-11	108	101
SAS	UTA	SAS	UTA	52f2f94690a4948418328c0c	4/9/2011	2010-11	111	102
WAS	ATL	WAS	ATL	52f2f94790a4948418328c0d	4/9/2011	2010-11	115	83
CHA	DET	DET	CHA	52f2f94890a4948418328c0e	4/10/2011	2010-11	101	112
DAL	PHO	DAL	PHO	52f2f94890a4948418328c0f	4/10/2011	2010-11	115	90
IND	NYK	NYK	IND	52f2f94a90a4948418328c11	4/10/2011	2010-11	109	110
LAL	OKC	OKC	LAL	52f2f94a90a4948418328c12	4/10/2011	2010-11	106	120
MEM	NOH	MEM	NOH	52f2f94b90a4948418328c13	4/10/2011	2010-11	111	89
MIA	BOS	MIA	BOS	52f2f94c90a4948418328c14	4/10/2011	2010-11	100	77
ORL	CHI	CHI	ORL	52f2f94c90a4948418328c15	4/10/2011	2010-11	99	102
TOR	NJN	TOR	NJN	52f2f94d90a4948418328c16	4/10/2011	2010-11	99	92
ATL	MIA	MIA	ATL	52f2f94d90a4948418328c17	4/11/2011	2010-11	90	98
DEN	GSW	DEN	GSW	52f2f94e90a4948418328c18	4/11/2011	2010-11	134	111
DET	CLE	CLE	DET	52f2f94f90a4948418328c19	4/11/2011	2010-11	101	110
HOU	DAL	DAL	HOU	52f2f94f90a4948418328c1a	4/11/2011	2010-11	91	98
MIL	TOR	MIL	TOR	52f2f95090a4948418328c1b	4/11/2011	2010-11	93	86
NJN	CHA	CHA	NJN	52f2f95190a4948418328c1c	4/11/2011	2010-11	103	105
NOH	UTA	UTA	NOH	52f2f95190a4948418328c1d	4/11/2011	2010-11	78	90
PHI	ORL	ORL	PHI	52f2f95290a4948418328c1e	4/11/2011	2010-11	85	95
PHO	MIN	PHO	MIN	52f2f95290a4948418328c1f	4/11/2011	2010-11	135	127
SAC	OKC	OKC	SAC	52f2f95390a4948418328c20	4/11/2011	2010-11	112	120
WAS	BOS	WAS	BOS	52f2f95490a4948418328c21	4/11/2011	2010-11	95	94
LAL	SAS	LAL	SAS	52f2f95490a4948418328c22	4/12/2011	2010-11	102	93
NYK	CHI	CHI	NYK	52f2f95590a4948418328c23	4/12/2011	2010-11	90	103
POR	MEM	POR	MEM	52f2f95690a4948418328c24	4/12/2011	2010-11	102	89
BOS	NYK	BOS	NYK	52f2f95690a4948418328c25	4/13/2011	2010-11	112	102
CHA	ATL	CHA	ATL	52f2f95790a4948418328c26	4/13/2011	2010-11	96	85
CHI	NJN	CHI	NJN	52f2f95790a4948418328c27	4/13/2011	2010-11	97	92
CLE	WAS	CLE	WAS	52f2f95890a4948418328c28	4/13/2011	2010-11	100	93
DAL	NOH	DAL	NOH	52f2f95990a4948418328c29	4/13/2011	2010-11	121	89
GSW	POR	GSW	POR	52f2f95990a4948418328c2a	4/13/2011	2010-11	110	86
LAC	MEM	LAC	MEM	52f2f95a90a4948418328c2b	4/13/2011	2010-11	110	103
MIN	HOU	HOU	MIN	52f2f95b90a4948418328c2c	4/13/2011	2010-11	102	121
OKC	MIL	MIL	OKC	52f2f95b90a4948418328c2d	4/13/2011	2010-11	106	110
ORL	IND	ORL	IND	52f2f95c90a4948418328c2e	4/13/2011	2010-11	92	74
PHI	DET	DET	PHI	52f2f95d90a4948418328c2f	4/13/2011	2010-11	100	104
PHO	SAS	PHO	SAS	52f2f95d90a4948418328c30	4/13/2011	2010-11	106	103
SAC	LAL	LAL	SAC	52f2f95e90a4948418328c31	4/13/2011	2010-11	108	116
TOR	MIA	MIA	TOR	52f2f95e90a4948418328c32	4/13/2011	2010-11	79	97
UTA	DEN	UTA	DEN	52f2f95f90a4948418328c33	4/13/2011	2010-11	107	103
GSW	LAC	LAC	GSW	52f2f96390a4948418328c35	12/25/2011	2011-12	86	105
LAL	CHI	CHI	LAL	52f2f96390a4948418328c36	12/25/2011	2011-12	87	88
NYK	BOS	NYK	BOS	52f2f96490a4948418328c37	12/25/2011	2011-12	106	104
OKC	ORL	OKC	ORL	52f2f96590a4948418328c38	12/25/2011	2011-12	97	89
CHA	MIL	CHA	MIL	52f2f96590a4948418328c39	12/26/2011	2011-12	96	95
CLE	TOR	TOR	CLE	52f2f96690a4948418328c3a	12/26/2011	2011-12	96	104
DAL	DEN	DEN	DAL	52f2f96790a4948418328c3b	12/26/2011	2011-12	93	115
GSW	CHI	GSW	CHI	52f2f96790a4948418328c3c	12/26/2011	2011-12	99	91
IND	DET	IND	DET	52f2f96890a4948418328c3d	12/26/2011	2011-12	91	79
DAL	MIA	MIA	DAL	52f309f71b34326811678c33	12/25/2011	2011-12	94	105
GSW	LAC	LAC	GSW	52f309f71b34326811678c34	12/25/2011	2011-12	86	105
LAL	CHI	CHI	LAL	52f309f81b34326811678c35	12/25/2011	2011-12	87	88
NYK	BOS	NYK	BOS	52f309f91b34326811678c36	12/25/2011	2011-12	106	104
OKC	ORL	OKC	ORL	52f309f91b34326811678c37	12/25/2011	2011-12	97	89
CHA	MIL	CHA	MIL	52f309fa1b34326811678c38	12/26/2011	2011-12	96	95
CLE	TOR	TOR	CLE	52f309fb1b34326811678c39	12/26/2011	2011-12	96	104
DAL	DEN	DEN	DAL	52f309fc1b34326811678c3a	12/26/2011	2011-12	93	115
GSW	CHI	GSW	CHI	52f309fc1b34326811678c3b	12/26/2011	2011-12	99	91
IND	DET	IND	DET	52f309fd1b34326811678c3c	12/26/2011	2011-12	91	79
MIN	OKC	OKC	MIN	52f309fe1b34326811678c3d	12/26/2011	2011-12	100	104
ORL	HOU	ORL	HOU	52f309ff1b34326811678c3e	12/26/2011	2011-12	104	95
PHO	NOH	NOH	PHO	52f30a001b34326811678c3f	12/26/2011	2011-12	84	85
POR	PHI	POR	PHI	52f30a001b34326811678c40	12/26/2011	2011-12	107	103
SAC	LAL	SAC	LAL	52f30a011b34326811678c41	12/26/2011	2011-12	100	91
SAS	MEM	SAS	MEM	52f30a021b34326811678c42	12/26/2011	2011-12	95	82
WAS	NJN	NJN	WAS	52f30a021b34326811678c43	12/26/2011	2011-12	84	90
LAL	UTA	LAL	UTA	52f30a031b34326811678c44	12/27/2011	2011-12	96	71
MIA	BOS	MIA	BOS	52f30a041b34326811678c45	12/27/2011	2011-12	115	107
MIL	MIN	MIL	MIN	52f30a051b34326811678c46	12/27/2011	2011-12	98	95
NJN	ATL	ATL	NJN	52f30a051b34326811678c47	12/27/2011	2011-12	70	106
POR	SAC	POR	SAC	52f30a061b34326811678c48	12/27/2011	2011-12	101	79
ATL	WAS	ATL	WAS	52f30a071b34326811678c49	12/28/2011	2011-12	101	83
CHA	MIA	MIA	CHA	52f30a071b34326811678c4a	12/28/2011	2011-12	95	96
DEN	UTA	DEN	UTA	52f30a081b34326811678c4b	12/28/2011	2011-12	117	100
DET	CLE	CLE	DET	52f30a091b34326811678c4c	12/28/2011	2011-12	89	105
GSW	NYK	GSW	NYK	52f30a0a1b34326811678c4d	12/28/2011	2011-12	92	78
MEM	OKC	OKC	MEM	52f30a0a1b34326811678c4e	12/28/2011	2011-12	95	98
NOH	BOS	NOH	BOS	52f30a0b1b34326811678c4f	12/28/2011	2011-12	97	78
PHO	PHI	PHI	PHO	52f30a0c1b34326811678c50	12/28/2011	2011-12	83	103
SAS	LAC	SAS	LAC	52f30a0c1b34326811678c51	12/28/2011	2011-12	115	90
TOR	IND	IND	TOR	52f30a0d1b34326811678c52	12/28/2011	2011-12	85	90
HOU	SAS	HOU	SAS	52f30a0e1b34326811678c53	12/29/2011	2011-12	105	85
LAL	NYK	LAL	NYK	52f30a0f1b34326811678c54	12/29/2011	2011-12	99	82
OKC	DAL	OKC	DAL	52f30a0f1b34326811678c55	12/29/2011	2011-12	104	102
ORL	NJN	ORL	NJN	52f30a101b34326811678c56	12/29/2011	2011-12	94	78
POR	DEN	POR	DEN	52f30a111b34326811678c57	12/29/2011	2011-12	111	102
SAC	CHI	CHI	SAC	52f30a111b34326811678c58	12/29/2011	2011-12	98	108
ATL	NJN	ATL	NJN	52f30a121b34326811678c59	12/30/2011	2011-12	105	98
BOS	DET	BOS	DET	52f30a131b34326811678c5a	12/30/2011	2011-12	96	85
CHA	ORL	ORL	CHA	52f30a131b34326811678c5b	12/30/2011	2011-12	79	100
DAL	TOR	DAL	TOR	52f30a141b34326811678c5c	12/30/2011	2011-12	99	86
IND	CLE	IND	CLE	52f30a151b34326811678c5d	12/30/2011	2011-12	98	91
LAC	CHI	CHI	LAC	52f30a161b34326811678c5e	12/30/2011	2011-12	101	114
MEM	HOU	MEM	HOU	52f30a161b34326811678c5f	12/30/2011	2011-12	113	93
MIL	WAS	MIL	WAS	52f30a171b34326811678c60	12/30/2011	2011-12	102	81
MIN	MIA	MIA	MIN	52f30a181b34326811678c61	12/30/2011	2011-12	101	103
NOH	PHO	PHO	NOH	52f30a191b34326811678c62	12/30/2011	2011-12	78	93
UTA	PHI	UTA	PHI	52f30a191b34326811678c63	12/30/2011	2011-12	102	99
DET	IND	DET	IND	52f30a1a1b34326811678c64	12/31/2011	2011-12	96	88
GSW	PHI	PHI	GSW	52f30a1b1b34326811678c65	12/31/2011	2011-12	79	107
HOU	ATL	HOU	ATL	52f30a1b1b34326811678c66	12/31/2011	2011-12	95	84
LAL	DEN	LAL	DEN	52f30a1c1b34326811678c67	12/31/2011	2011-12	92	89
OKC	PHO	OKC	PHO	52f30a1d1b34326811678c68	12/31/2011	2011-12	107	97
SAC	NYK	NYK	SAC	52f30a1e1b34326811678c69	12/31/2011	2011-12	92	114
SAS	UTA	SAS	UTA	52f30a1e1b34326811678c6a	12/31/2011	2011-12	104	89
CHI	MEM	CHI	MEM	52f30a1f1b34326811678c6b	1/1/2012	2011-12	104	64
CLE	NJN	CLE	NJN	52f30a201b34326811678c6c	1/1/2012	2011-12	98	82
DEN	LAL	DEN	LAL	52f30a201b34326811678c6d	1/1/2012	2011-12	99	90
LAC	POR	LAC	POR	52f30a211b34326811678c6e	1/1/2012	2011-12	93	88
MIA	CHA	MIA	CHA	52f30a221b34326811678c6f	1/1/2012	2011-12	129	90
MIN	DAL	MIN	DAL	52f30a231b34326811678c70	1/1/2012	2011-12	99	82
ORL	TOR	ORL	TOR	52f30a231b34326811678c71	1/1/2012	2011-12	102	96
SAC	NOH	SAC	NOH	52f30a241b34326811678c72	1/1/2012	2011-12	96	80
WAS	BOS	BOS	WAS	52f30a251b34326811678c73	1/1/2012	2011-12	86	94
BOS	WAS	BOS	WAS	52f30a251b34326811678c74	1/2/2012	2011-12	100	92
DAL	OKC	DAL	OKC	52f30a261b34326811678c75	1/2/2012	2011-12	100	87
DEN	MIL	DEN	MIL	52f30a271b34326811678c76	1/2/2012	2011-12	91	86
DET	ORL	DET	ORL	52f30a281b34326811678c77	1/2/2012	2011-12	89	78
MIA	ATL	ATL	MIA	52f30a281b34326811678c78	1/2/2012	2011-12	92	100
MIN	SAS	MIN	SAS	52f30a291b34326811678c79	1/2/2012	2011-12	106	96
NJN	IND	IND	NJN	52f30a2a1b34326811678c7a	1/2/2012	2011-12	94	108
NYK	TOR	TOR	NYK	52f30a2b1b34326811678c7b	1/2/2012	2011-12	85	90
PHO	GSW	PHO	GSW	52f30a2b1b34326811678c7c	1/2/2012	2011-12	102	91
UTA	NOH	UTA	NOH	52f30a2c1b34326811678c7d	1/2/2012	2011-12	94	90
CHI	ATL	CHI	ATL	52f30a2d1b34326811678c7e	1/3/2012	2011-12	76	74
CLE	CHA	CLE	CHA	52f30a2e1b34326811678c7f	1/3/2012	2011-12	115	101
LAL	HOU	LAL	HOU	52f30a2e1b34326811678c80	1/3/2012	2011-12	108	99
MEM	SAC	MEM	SAC	52f30a2f1b34326811678c81	1/3/2012	2011-12	113	96
OKC	POR	POR	OKC	52f30a301b34326811678c82	1/3/2012	2011-12	93	103
UTA	MIL	UTA	MIL	52f30a311b34326811678c83	1/3/2012	2011-12	85	73
BOS	NJN	BOS	NJN	52f30a311b34326811678c84	1/4/2012	2011-12	89	70
DAL	PHO	DAL	PHO	52f30a321b34326811678c85	1/4/2012	2011-12	98	89
