t_home	t_away	t_win	t_loss	gameUID	date	season	home_score	away_score
DAL	HOU	DAL	HOU	52f2f29a90a4948418328300	11/10/2009	2009-10	121	103
MEM	POR	POR	MEM	52f2f29a90a4948418328301	11/10/2009	2009-10	79	93
MIA	WAS	MIA	WAS	52f2f29b90a4948418328302	11/10/2009	2009-10	90	76
SAC	OKC	SAC	OKC	52f2f29b90a4948418328303	11/10/2009	2009-10	101	98
BOS	UTA	BOS	UTA	52f2f29c90a4948418328304	11/11/2009	2009-10	105	86
DET	CHA	DET	CHA	52f2f29d90a4948418328305	11/11/2009	2009-10	98	75
HOU	MEM	HOU	MEM	52f2f29d90a4948418328306	11/11/2009	2009-10	104	79
IND	GSW	IND	GSW	52f2f29e90a4948418328307	11/11/2009	2009-10	108	94
LAC	OKC	OKC	LAC	52f2f29f90a4948418328308	11/11/2009	2009-10	79	83
MIL	DEN	MIL	DEN	52f2f29f90a4948418328309	11/11/2009	2009-10	108	102
MIN	POR	POR	MIN	52f2f2a090a494841832830a	11/11/2009	2009-10	84	107
NJN	PHI	PHI	NJN	52f2f2a190a494841832830b	11/11/2009	2009-10	79	82
NYK	ATL	ATL	NYK	52f2f2a190a494841832830c	11/11/2009	2009-10	101	114
ORL	CLE	CLE	ORL	52f2f2a290a494841832830d	11/11/2009	2009-10	93	102
MIA	ORL	ORL	MIA	52f2f51c90a4948418328690	3/18/2010	2009-10	102	108
ATL	CHA	ATL	CHA	52f2f51d90a4948418328691	3/19/2010	2009-10	93	92
CHI	CLE	CLE	CHI	52f2f51d90a4948418328692	3/19/2010	2009-10	85	92
HOU	BOS	BOS	HOU	52f2f51e90a4948418328693	3/19/2010	2009-10	87	94
IND	DET	IND	DET	52f2f51f90a4948418328694	3/19/2010	2009-10	106	102
LAL	MIN	LAL	MIN	52f2f52090a4948418328695	3/19/2010	2009-10	104	96
NYK	PHI	NYK	PHI	52f2f52090a4948418328696	3/19/2010	2009-10	92	88
PHO	UTA	PHO	UTA	52f2f52190a4948418328697	3/19/2010	2009-10	110	100
POR	WAS	POR	WAS	52f2f52190a4948418328698	3/19/2010	2009-10	76	74
SAC	MIL	MIL	SAC	52f2f52290a4948418328699	3/19/2010	2009-10	108	114
SAS	GSW	SAS	GSW	52f2f52390a494841832869a	3/19/2010	2009-10	147	116
TOR	OKC	OKC	TOR	52f2f52490a494841832869b	3/19/2010	2009-10	89	115
DAL	BOS	BOS	DAL	52f2f52490a494841832869c	3/20/2010	2009-10	93	102
PHO	POR	PHO	POR	52f2f52d90a49484183286a9	3/21/2010	2009-10	93	87
CHI	HOU	CHI	HOU	52f2f52e90a49484183286aa	3/22/2010	2009-10	98	88
GSW	PHO	PHO	GSW	52f2f52e90a49484183286ab	3/22/2010	2009-10	131	133
MIL	ATL	MIL	ATL	52f2f52f90a49484183286ac	3/22/2010	2009-10	98	95
MIN	TOR	TOR	MIN	52f2f53090a49484183286ad	3/22/2010	2009-10	100	106
NJN	MIA	MIA	NJN	52f2f53190a49484183286ae	3/22/2010	2009-10	89	99
NOH	DAL	NOH	DAL	52f2f53190a49484183286af	3/22/2010	2009-10	115	99
OKC	SAS	SAS	OKC	52f2f53290a49484183286b0	3/22/2010	2009-10	96	99
PHI	ORL	ORL	PHI	52f2f53390a49484183286b1	3/22/2010	2009-10	93	109
SAC	MEM	MEM	SAC	52f2f53390a49484183286b2	3/22/2010	2009-10	85	102
UTA	BOS	UTA	BOS	52f2f53490a49484183286b3	3/22/2010	2009-10	110	97
DAL	LAC	DAL	LAC	52f2f53590a49484183286b4	3/23/2010	2009-10	106	96
DET	IND	IND	DET	52f2f53590a49484183286b5	3/23/2010	2009-10	83	98
NYK	DEN	NYK	DEN	52f2f53690a49484183286b6	3/23/2010	2009-10	109	104
WAS	CHA	CHA	WAS	52f2f53790a49484183286b7	3/23/2010	2009-10	86	95
ATL	ORL	ATL	ORL	52f2f53890a49484183286b8	3/24/2010	2009-10	86	84
BOS	DEN	BOS	DEN	52f2f53890a49484183286b9	3/24/2010	2009-10	113	99
CHA	MIN	CHA	MIN	52f2f53990a49484183286ba	3/24/2010	2009-10	108	95
GSW	MEM	GSW	MEM	52f2f53a90a49484183286bb	3/24/2010	2009-10	128	110
IND	WAS	IND	WAS	52f2f53a90a49484183286bc	3/24/2010	2009-10	99	82
MIL	PHI	PHI	MIL	52f2f53b90a49484183286bd	3/24/2010	2009-10	86	101
NJN	SAC	NJN	SAC	52f2f53c90a49484183286be	3/24/2010	2009-10	93	79
NOH	CLE	CLE	NOH	52f2f53c90a49484183286bf	3/24/2010	2009-10	92	105
OKC	HOU	OKC	HOU	52f2f53d90a49484183286c0	3/24/2010	2009-10	122	104
SAS	LAL	LAL	SAS	52f2f53e90a49484183286c1	3/24/2010	2009-10	83	92
TOR	UTA	UTA	TOR	52f2f53e90a49484183286c2	3/24/2010	2009-10	87	113
CHI	MIA	MIA	CHI	52f2f53f90a49484183286c3	3/25/2010	2009-10	74	103
HOU	LAC	LAC	HOU	52f2f54090a49484183286c4	3/25/2010	2009-10	93	99
POR	DAL	POR	DAL	52f2f54190a49484183286c5	3/25/2010	2009-10	101	89
BOS	SAC	BOS	SAC	52f2f54190a49484183286c6	3/26/2010	2009-10	94	86
CHA	WAS	CHA	WAS	52f2f54290a49484183286c7	3/26/2010	2009-10	107	96
IND	UTA	IND	UTA	52f2f54390a49484183286c8	3/26/2010	2009-10	122	106
MIL	MIA	MIA	MIL	52f2f54390a49484183286c9	3/26/2010	2009-10	74	87
PHO	NOH	PHO	NOH	52f2f2a390a494841832830e	11/11/2009	2009-10	124	104
SAS	DAL	SAS	DAL	52f2f2a390a494841832830f	11/11/2009	2009-10	92	83
TOR	CHI	TOR	CHI	52f2f2a490a4948418328310	11/11/2009	2009-10	99	89
LAL	PHO	LAL	PHO	52f2f2a590a4948418328311	11/12/2009	2009-10	121	102
MIA	CLE	CLE	MIA	52f2f2a590a4948418328312	11/12/2009	2009-10	104	111
BOS	ATL	ATL	BOS	52f2f2a690a4948418328313	11/13/2009	2009-10	86	97
DEN	LAL	DEN	LAL	52f2f2a790a4948418328314	11/13/2009	2009-10	105	79
LAC	TOR	TOR	LAC	52f2f2a790a4948418328315	11/13/2009	2009-10	89	104
MIN	DAL	DAL	MIN	52f2f2a890a4948418328316	11/13/2009	2009-10	77	89
NOH	POR	POR	NOH	52f2f2a890a4948418328317	11/13/2009	2009-10	78	86
NYK	GSW	GSW	NYK	52f2f2a990a4948418328318	11/13/2009	2009-10	107	121
ORL	NJN	ORL	NJN	52f2f2aa90a4948418328319	11/13/2009	2009-10	88	72
PHI	UTA	UTA	PHI	52f2f2aa90a494841832831a	11/13/2009	2009-10	90	112
SAC	HOU	SAC	HOU	52f2f2ab90a494841832831b	11/13/2009	2009-10	109	100
ATL	NOH	ATL	NOH	52f2f2ac90a494841832831c	11/14/2009	2009-10	121	98
CHA	POR	POR	CHA	52f2f2ac90a494841832831d	11/14/2009	2009-10	74	80
CHI	PHI	CHI	PHI	52f2f2ad90a494841832831e	11/14/2009	2009-10	94	88
CLE	UTA	CLE	UTA	52f2f2ad90a494841832831f	11/14/2009	2009-10	107	103
IND	BOS	IND	BOS	52f2f2ae90a4948418328320	11/14/2009	2009-10	113	104
MEM	MIN	MEM	MIN	52f2f2af90a4948418328321	11/14/2009	2009-10	97	87
MIA	NJN	MIA	NJN	52f2f2af90a4948418328322	11/14/2009	2009-10	81	80
MIL	GSW	MIL	GSW	52f2f2b090a4948418328323	11/14/2009	2009-10	129	125
SAS	OKC	OKC	SAS	52f2f2b190a4948418328324	11/14/2009	2009-10	98	101
WAS	DET	DET	WAS	52f2f2b190a4948418328325	11/14/2009	2009-10	103	106
DET	DAL	DAL	DET	52f2f2b290a4948418328326	11/15/2009	2009-10	90	95
LAL	HOU	HOU	LAL	52f2f2b390a4948418328327	11/15/2009	2009-10	91	101
OKC	LAC	LAC	OKC	52f2f2b390a4948418328328	11/15/2009	2009-10	93	101
PHO	TOR	PHO	TOR	52f2f2b490a4948418328329	11/15/2009	2009-10	101	100
ATL	POR	ATL	POR	52f2f2b490a494841832832a	11/16/2009	2009-10	99	95
MIL	DAL	DAL	MIL	52f2f2b590a494841832832b	11/16/2009	2009-10	113	115
ORL	CHA	ORL	CHA	52f2f2b690a494841832832c	11/16/2009	2009-10	97	91
CLE	GSW	CLE	GSW	52f2f2b690a494841832832d	11/17/2009	2009-10	114	108
DEN	TOR	DEN	TOR	52f2f2b790a494841832832e	11/17/2009	2009-10	130	112
HOU	PHO	PHO	HOU	52f2f2b890a494841832832f	11/17/2009	2009-10	105	111
LAL	DET	LAL	DET	52f2f2b890a4948418328330	11/17/2009	2009-10	106	93
MIA	OKC	OKC	MIA	52f2f2b990a4948418328331	11/17/2009	2009-10	87	100
NJN	IND	IND	NJN	52f2f2ba90a4948418328332	11/17/2009	2009-10	83	91
NOH	LAC	NOH	LAC	52f2f2ba90a4948418328333	11/17/2009	2009-10	110	102
SAC	CHI	CHI	SAC	52f2f2bb90a4948418328334	11/17/2009	2009-10	87	101
ATL	MIA	ATL	MIA	52f2f2bc90a4948418328335	11/18/2009	2009-10	105	90
BOS	GSW	BOS	GSW	52f2f2bc90a4948418328336	11/18/2009	2009-10	109	95
DAL	SAS	DAL	SAS	52f2f2bd90a4948418328337	11/18/2009	2009-10	99	94
IND	NYK	NYK	IND	52f2f2be90a4948418328338	11/18/2009	2009-10	103	110
MEM	LAC	MEM	LAC	52f2f2be90a4948418328339	11/18/2009	2009-10	106	91
MIL	NJN	MIL	NJN	52f2f2bf90a494841832833a	11/18/2009	2009-10	99	85
MIN	HOU	HOU	MIN	52f2f2bf90a494841832833b	11/18/2009	2009-10	84	97
NJN	DET	NJN	DET	52f2f54490a49484183286ca	3/26/2010	2009-10	118	110
OKC	LAL	OKC	LAL	52f2f54590a49484183286cb	3/26/2010	2009-10	91	75
ORL	MIN	ORL	MIN	52f2f54590a49484183286cc	3/26/2010	2009-10	106	97
PHI	ATL	PHI	ATL	52f2f54690a49484183286cd	3/26/2010	2009-10	105	98
PHO	NYK	PHO	NYK	52f2f54790a49484183286ce	3/26/2010	2009-10	132	96
SAS	CLE	SAS	CLE	52f2f54890a49484183286cf	3/26/2010	2009-10	102	97
TOR	DEN	DEN	TOR	52f2f54890a49484183286d0	3/26/2010	2009-10	96	97
CHI	NJN	CHI	NJN	52f2f54990a49484183286d1	3/27/2010	2009-10	106	83
GSW	DAL	DAL	GSW	52f2f54a90a49484183286d2	3/27/2010	2009-10	90	111
HOU	LAL	LAL	HOU	52f2f54a90a49484183286d3	3/27/2010	2009-10	101	109
NOH	POR	POR	NOH	52f2f54b90a49484183286d4	3/27/2010	2009-10	101	112
WAS	UTA	UTA	WAS	52f2f54c90a49484183286d5	3/27/2010	2009-10	87	103
ATL	IND	ATL	IND	52f2f54d90a49484183286d6	3/28/2010	2009-10	94	84
BOS	SAS	SAS	BOS	52f2f54d90a49484183286d7	3/28/2010	2009-10	73	94
CLE	SAC	CLE	SAC	52f2f54e90a49484183286d8	3/28/2010	2009-10	97	90
DET	CHI	CHI	DET	52f2f54f90a49484183286d9	3/28/2010	2009-10	103	110
LAC	GSW	GSW	LAC	52f2f54f90a49484183286da	3/28/2010	2009-10	103	121
MIA	TOR	MIA	TOR	52f2f55090a49484183286db	3/28/2010	2009-10	97	94
MIL	MEM	MIL	MEM	52f2f55190a49484183286dc	3/28/2010	2009-10	108	103
MIN	PHO	PHO	MIN	52f2f55290a49484183286dd	3/28/2010	2009-10	105	111
OKC	POR	POR	OKC	52f2f55290a49484183286de	3/28/2010	2009-10	87	92
ORL	DEN	ORL	DEN	52f2f55390a49484183286df	3/28/2010	2009-10	103	97
CHA	TOR	TOR	CHA	52f2f55490a49484183286e0	3/29/2010	2009-10	101	103
DAL	DEN	DAL	DEN	52f2f55490a49484183286e1	3/29/2010	2009-10	109	93
NJN	SAS	NJN	SAS	52f2f55590a49484183286e2	3/29/2010	2009-10	90	84
NOH	LAL	NOH	LAL	52f2f55690a49484183286e3	3/29/2010	2009-10	108	100
UTA	NYK	UTA	NYK	52f2f55790a49484183286e4	3/29/2010	2009-10	103	98
CHI	PHO	PHO	CHI	52f2f55790a49484183286e5	3/30/2010	2009-10	105	111
HOU	WAS	HOU	WAS	52f2f55890a49484183286e6	3/30/2010	2009-10	98	94
IND	SAC	IND	SAC	52f2f55990a49484183286e7	3/30/2010	2009-10	102	95
MIL	LAC	MIL	LAC	52f2f55990a49484183286e8	3/30/2010	2009-10	107	89
PHI	OKC	OKC	PHI	52f2f55a90a49484183286e9	3/30/2010	2009-10	93	111
ATL	LAL	ATL	LAL	52f2f55b90a49484183286ea	3/31/2010	2009-10	109	92
BOS	OKC	OKC	BOS	52f2f55b90a49484183286eb	3/31/2010	2009-10	104	109
CHA	PHI	CHA	PHI	52f2f55c90a49484183286ec	3/31/2010	2009-10	103	84
CLE	MIL	CLE	MIL	52f2f55d90a49484183286ed	3/31/2010	2009-10	101	98
DET	MIA	MIA	DET	52f2f55d90a49484183286ee	3/31/2010	2009-10	81	98
MEM	DAL	DAL	MEM	52f2f55e90a49484183286ef	3/31/2010	2009-10	102	106
MIN	SAC	MIN	SAC	52f2f55f90a49484183286f0	3/31/2010	2009-10	108	99
NJN	PHO	PHO	NJN	52f2f56090a49484183286f1	3/31/2010	2009-10	105	116
NOH	WAS	WAS	NOH	52f2f56090a49484183286f2	3/31/2010	2009-10	91	96
POR	NYK	POR	NYK	52f2f56190a49484183286f3	3/31/2010	2009-10	118	90
SAS	HOU	SAS	HOU	52f2f56290a49484183286f4	3/31/2010	2009-10	119	102
TOR	LAC	TOR	LAC	52f2f56290a49484183286f5	3/31/2010	2009-10	114	92
UTA	GSW	UTA	GSW	52f2f56390a49484183286f6	3/31/2010	2009-10	128	104
DAL	ORL	ORL	DAL	52f2f56490a49484183286f7	4/1/2010	2009-10	82	97
DEN	POR	DEN	POR	52f2f56590a49484183286f8	4/1/2010	2009-10	109	92
BOS	HOU	HOU	BOS	52f2f56590a49484183286f9	4/2/2010	2009-10	114	119
CHA	MIL	CHA	MIL	52f2f56690a49484183286fa	4/2/2010	2009-10	87	86
CLE	ATL	CLE	ATL	52f2f56790a49484183286fb	4/2/2010	2009-10	93	88
DET	PHO	PHO	DET	52f2f56790a49484183286fc	4/2/2010	2009-10	94	109
GSW	NYK	GSW	NYK	52f2f56890a49484183286fd	4/2/2010	2009-10	128	117
IND	MIA	MIA	IND	52f2f56990a49484183286fe	4/2/2010	2009-10	96	105
LAL	UTA	LAL	UTA	52f2f56990a49484183286ff	4/2/2010	2009-10	106	92
MEM	NOH	MEM	NOH	52f2f56a90a4948418328700	4/2/2010	2009-10	107	96
SAS	ORL	SAS	ORL	52f2f56b90a4948418328701	4/2/2010	2009-10	112	100
WAS	CHI	CHI	WAS	52f2f56b90a4948418328702	4/2/2010	2009-10	87	95
ATL	DET	ATL	DET	52f2f56c90a4948418328703	4/3/2010	2009-10	91	85
CHI	CHA	CHI	CHA	52f2f56d90a4948418328704	4/3/2010	2009-10	96	88
DAL	OKC	OKC	DAL	52f2f56e90a4948418328705	4/3/2010	2009-10	116	121
DEN	LAC	DEN	LAC	52f2f56e90a4948418328706	4/3/2010	2009-10	98	90
MIL	PHO	MIL	PHO	52f2f56f90a4948418328707	4/3/2010	2009-10	107	98
MIN	MIA	MIA	MIN	52f2f57090a4948418328708	4/3/2010	2009-10	84	97
NJN	NOH	NJN	NOH	52f2f57090a4948418328709	4/3/2010	2009-10	115	87
PHI	TOR	TOR	PHI	52f2f57190a494841832870a	4/3/2010	2009-10	123	128
SAC	POR	POR	SAC	52f2f57290a494841832870b	4/3/2010	2009-10	87	98
BOS	CLE	BOS	CLE	52f2f57390a494841832870c	4/4/2010	2009-10	117	113
IND	HOU	IND	HOU	52f2f58490a494841832870d	4/4/2010	2009-10	133	102
LAC	NYK	NYK	LAC	52f2f58590a494841832870e	4/4/2010	2009-10	107	113
LAL	SAS	SAS	LAL	52f2f58690a494841832870f	4/4/2010	2009-10	81	100
OKC	MIN	OKC	MIN	52f2f58690a4948418328710	4/4/2010	2009-10	116	108
ORL	MEM	ORL	MEM	52f2f58790a4948418328711	4/4/2010	2009-10	107	92
TOR	GSW	GSW	TOR	52f2f58890a4948418328712	4/4/2010	2009-10	112	113
WAS	NJN	WAS	NJN	52f2f58890a4948418328713	4/4/2010	2009-10	109	99
CHA	ATL	CHA	ATL	52f2f58990a4948418328714	4/6/2010	2009-10	109	100
CHI	MIL	MIL	CHI	52f2f58a90a4948418328715	4/6/2010	2009-10	74	79
CLE	TOR	CLE	TOR	52f2f58a90a4948418328716	4/6/2010	2009-10	113	101
MEM	HOU	HOU	MEM	52f2f58b90a4948418328717	4/6/2010	2009-10	103	113
NYK	BOS	NYK	BOS	52f2f58c90a4948418328718	4/6/2010	2009-10	104	101
PHI	DET	DET	PHI	52f2f58d90a4948418328719	4/6/2010	2009-10	103	124
SAC	SAS	SAS	SAC	52f2f58d90a494841832871a	4/6/2010	2009-10	86	95
UTA	OKC	UTA	OKC	52f2f58e90a494841832871b	4/6/2010	2009-10	140	139
WAS	GSW	WAS	GSW	52f2f58f90a494841832871c	4/6/2010	2009-10	112	94
DAL	MEM	DAL	MEM	52f2f58f90a494841832871d	4/7/2010	2009-10	110	84
DET	ATL	DET	ATL	52f2f59090a494841832871e	4/7/2010	2009-10	90	88
HOU	UTA	HOU	UTA	52f2f59190a494841832871f	4/7/2010	2009-10	113	96
IND	NYK	IND	NYK	52f2f59290a4948418328720	4/7/2010	2009-10	113	105
LAC	POR	POR	LAC	52f2f59290a4948418328721	4/7/2010	2009-10	85	93
MIA	PHI	MIA	PHI	52f2f59390a4948418328722	4/7/2010	2009-10	99	95
MIL	NJN	MIL	NJN	52f2f59490a4948418328723	4/7/2010	2009-10	108	89
MIN	GSW	GSW	MIN	52f2f59490a4948418328724	4/7/2010	2009-10	107	116
NOH	CHA	CHA	NOH	52f2f59590a4948418328725	4/7/2010	2009-10	103	104
OKC	DEN	DEN	OKC	52f2f59690a4948418328726	4/7/2010	2009-10	94	98
ORL	WAS	ORL	WAS	52f2f59790a4948418328727	4/7/2010	2009-10	121	94
PHO	SAS	PHO	SAS	52f2f59790a4948418328728	4/7/2010	2009-10	112	101
TOR	BOS	BOS	TOR	52f2f59890a4948418328729	4/7/2010	2009-10	104	115
CHI	CLE	CHI	CLE	52f2f59990a494841832872a	4/8/2010	2009-10	109	108
DEN	LAL	DEN	LAL	52f2f59a90a494841832872b	4/8/2010	2009-10	98	96
SAC	LAC	SAC	LAC	52f2f59a90a494841832872c	4/8/2010	2009-10	116	94
ATL	TOR	ATL	TOR	52f2f59b90a494841832872d	4/9/2010	2009-10	107	101
BOS	WAS	WAS	BOS	52f2f59c90a494841832872e	4/9/2010	2009-10	96	106
CLE	IND	IND	CLE	52f2f59c90a494841832872f	4/9/2010	2009-10	113	116
HOU	CHA	HOU	CHA	52f2f59d90a4948418328730	4/9/2010	2009-10	97	90
MIA	DET	DET	MIA	52f2f59e90a4948418328731	4/9/2010	2009-10	99	106
MIN	LAL	LAL	MIN	52f2f59f90a4948418328732	4/9/2010	2009-10	88	97
NJN	CHI	NJN	CHI	52f2f59f90a4948418328733	4/9/2010	2009-10	127	116
NOH	UTA	UTA	NOH	52f2f5a090a4948418328734	4/9/2010	2009-10	103	114
OKC	PHO	OKC	PHO	52f2f5a190a4948418328735	4/9/2010	2009-10	96	91
ORL	NYK	ORL	NYK	52f2f5a190a4948418328736	4/9/2010	2009-10	118	103
PHI	MIL	MIL	PHI	52f2f5a290a4948418328737	4/9/2010	2009-10	90	95
POR	DAL	DAL	POR	52f2f5a390a4948418328738	4/9/2010	2009-10	77	83
SAS	MEM	MEM	SAS	52f2f5a490a4948418328739	4/9/2010	2009-10	99	107
CHA	DET	CHA	DET	52f2f5a490a494841832873a	4/10/2010	2009-10	99	95
DEN	SAS	SAS	DEN	52f2f5a590a494841832873b	4/10/2010	2009-10	85	104
IND	NJN	IND	NJN	52f2f5a690a494841832873c	4/10/2010	2009-10	115	102
LAC	GSW	LAC	GSW	52f2f5a690a494841832873d	4/10/2010	2009-10	107	104
MEM	PHI	PHI	MEM	52f2f5a790a494841832873e	4/10/2010	2009-10	101	120
MIL	BOS	BOS	MIL	52f2f5a890a494841832873f	4/10/2010	2009-10	90	105
SAC	DAL	DAL	SAC	52f2f5a990a4948418328740	4/10/2010	2009-10	108	126
WAS	ATL	ATL	WAS	52f2f5a990a4948418328741	4/10/2010	2009-10	95	105
CLE	ORL	ORL	CLE	52f2f5aa90a4948418328742	4/11/2010	2009-10	92	98
GSW	OKC	GSW	OKC	52f2f5ab90a4948418328743	4/11/2010	2009-10	120	117
LAL	POR	POR	LAL	52f2f5ac90a4948418328744	4/11/2010	2009-10	88	91
NOH	MIN	NOH	MIN	52f2f5ac90a4948418328745	4/11/2010	2009-10	114	86
NYK	MIA	MIA	NYK	52f2f5ad90a4948418328746	4/11/2010	2009-10	98	111
PHO	HOU	PHO	HOU	52f2f5ae90a4948418328747	4/11/2010	2009-10	116	106
TOR	CHI	CHI	TOR	52f2f5af90a4948418328748	4/11/2010	2009-10	88	104
DEN	MEM	DEN	MEM	52f2f5af90a4948418328749	4/12/2010	2009-10	123	101
DET	TOR	TOR	DET	52f2f5b090a494841832874a	4/12/2010	2009-10	97	111
IND	ORL	ORL	IND	52f2f5b190a494841832874b	4/12/2010	2009-10	98	118
LAC	DAL	DAL	LAC	52f2f5b190a494841832874c	4/12/2010	2009-10	94	117
MIL	ATL	ATL	MIL	52f2f5b290a494841832874d	4/12/2010	2009-10	96	104
NJN	CHA	CHA	NJN	52f2f5b390a494841832874e	4/12/2010	2009-10	95	105
NYK	WAS	NYK	WAS	52f2f5b490a494841832874f	4/12/2010	2009-10	114	103
PHI	MIA	MIA	PHI	52f2f5b490a4948418328750	4/12/2010	2009-10	105	107
POR	OKC	POR	OKC	52f2f5b590a4948418328751	4/12/2010	2009-10	103	95
SAC	HOU	HOU	SAC	52f2f5b690a4948418328752	4/12/2010	2009-10	107	117
SAS	MIN	SAS	MIN	52f2f5b790a4948418328753	4/12/2010	2009-10	133	111
CHI	BOS	CHI	BOS	52f2f5b790a4948418328754	4/13/2010	2009-10	101	93
GSW	UTA	UTA	GSW	52f2f5b890a4948418328755	4/13/2010	2009-10	94	103
LAL	SAC	LAL	SAC	52f2f5b990a4948418328756	4/13/2010	2009-10	106	100
ORL	OKC	ORL	OKC	52f2f2c090a494841832833c	11/18/2009	2009-10	108	94
PHI	CHA	PHI	CHA	52f2f2c290a494841832833d	11/18/2009	2009-10	86	84
POR	DET	POR	DET	52f2f2c390a494841832833e	11/18/2009	2009-10	87	81
UTA	TOR	UTA	TOR	52f2f2c390a494841832833f	11/18/2009	2009-10	104	91
WAS	CLE	WAS	CLE	52f2f2c490a4948418328340	11/18/2009	2009-10	108	91
LAL	CHI	LAL	CHI	52f2f2c490a4948418328341	11/19/2009	2009-10	108	93
NOH	PHO	NOH	PHO	52f2f2c590a4948418328342	11/19/2009	2009-10	110	103
SAS	UTA	UTA	SAS	52f2f2c690a4948418328343	11/19/2009	2009-10	83	90
ATL	HOU	ATL	HOU	52f2f2c690a4948418328344	11/20/2009	2009-10	105	103
BOS	ORL	ORL	BOS	52f2f2c790a4948418328345	11/20/2009	2009-10	78	83
DAL	SAC	DAL	SAC	52f2f2c890a4948418328346	11/20/2009	2009-10	104	102
GSW	POR	GSW	POR	52f2f2c890a4948418328347	11/20/2009	2009-10	108	94
IND	CLE	CLE	IND	52f2f2c990a4948418328348	11/20/2009	2009-10	95	105
LAC	DEN	LAC	DEN	52f2f2ca90a4948418328349	11/20/2009	2009-10	106	99
MIL	CHA	MIL	CHA	52f2f2ca90a494841832834a	11/20/2009	2009-10	95	88
OKC	WAS	OKC	WAS	52f2f2cb90a494841832834b	11/20/2009	2009-10	127	108
PHI	MEM	MEM	PHI	52f2f2cc90a494841832834c	11/20/2009	2009-10	97	102
TOR	MIA	TOR	MIA	52f2f2cc90a494841832834d	11/20/2009	2009-10	120	113
CLE	PHI	CLE	PHI	52f2f2cd90a494841832834e	11/21/2009	2009-10	97	91
DEN	CHI	DEN	CHI	52f2f2cd90a494841832834f	11/21/2009	2009-10	112	93
HOU	SAC	HOU	SAC	52f2f2ce90a4948418328350	11/21/2009	2009-10	113	106
MEM	MIL	MIL	MEM	52f2f2cf90a4948418328351	11/21/2009	2009-10	98	103
NJN	NYK	NYK	NJN	52f2f2cf90a4948418328352	11/21/2009	2009-10	91	98
NOH	ATL	NOH	ATL	52f2f2d090a4948418328353	11/21/2009	2009-10	96	88
POR	MIN	POR	MIN	52f2f2d190a4948418328354	11/21/2009	2009-10	106	78
SAS	WAS	SAS	WAS	52f2f2d190a4948418328355	11/21/2009	2009-10	106	84
UTA	DET	UTA	DET	52f2f2d290a4948418328356	11/21/2009	2009-10	100	97
CHA	IND	CHA	IND	52f2f2d390a4948418328357	11/22/2009	2009-10	104	88
LAL	OKC	LAL	OKC	52f2f2d390a4948418328358	11/22/2009	2009-10	101	85
MIA	NOH	MIA	NOH	52f2f2d490a4948418328359	11/22/2009	2009-10	102	101
NYK	BOS	BOS	NYK	52f2f2d490a494841832835a	11/22/2009	2009-10	105	107
PHO	DET	PHO	DET	52f2f2d590a494841832835b	11/22/2009	2009-10	117	91
TOR	ORL	ORL	TOR	52f2f2d690a494841832835c	11/22/2009	2009-10	96	104
LAC	MIN	LAC	MIN	52f2f2d790a494841832835d	11/23/2009	2009-10	91	87
MEM	SAC	MEM	SAC	52f2f2d790a494841832835e	11/23/2009	2009-10	116	105
POR	CHI	POR	CHI	52f2f2d890a494841832835f	11/23/2009	2009-10	122	98
SAS	MIL	SAS	MIL	52f2f2d990a4948418328360	11/23/2009	2009-10	112	98
DAL	GSW	GSW	DAL	52f2f2d990a4948418328361	11/24/2009	2009-10	103	111
DEN	NJN	DEN	NJN	52f2f2da90a4948418328362	11/24/2009	2009-10	101	87
LAL	NYK	LAL	NYK	52f2f2db90a4948418328363	11/24/2009	2009-10	100	90
TOR	IND	TOR	IND	52f2f2db90a4948418328364	11/24/2009	2009-10	123	112
UTA	OKC	OKC	UTA	52f2f2dc90a4948418328365	11/24/2009	2009-10	94	104
BOS	PHI	BOS	PHI	52f2f2dd90a4948418328367	11/25/2009	2009-10	113	110
CHA	TOR	CHA	TOR	52f2f2de90a4948418328368	11/25/2009	2009-10	116	81
DET	CLE	CLE	DET	52f2f2df90a4948418328369	11/25/2009	2009-10	88	98
HOU	DAL	DAL	HOU	52f2f2df90a494841832836a	11/25/2009	2009-10	99	130
CHI	CHA	CHA	CHI	52f2f7ad90a49484183289c6	1/18/2011	2010-11	82	83
MIA	ATL	ATL	MIA	52f2f7ae90a49484183289c7	1/18/2011	2010-11	89	93
BOS	DET	BOS	DET	52f2f7af90a49484183289c8	1/19/2011	2010-11	86	82
CLE	PHO	PHO	CLE	52f2f7af90a49484183289c9	1/19/2011	2010-11	98	106
DAL	LAL	DAL	LAL	52f2f7b090a49484183289ca	1/19/2011	2010-11	109	100
DEN	OKC	DEN	OKC	52f2f7b190a49484183289cb	1/19/2011	2010-11	112	107
GSW	IND	GSW	IND	52f2f7b290a49484183289cc	1/19/2011	2010-11	110	108
HOU	NYK	HOU	NYK	52f2f7b390a49484183289cd	1/19/2011	2010-11	104	89
LAC	MIN	LAC	MIN	52f2f7b390a49484183289ce	1/19/2011	2010-11	126	111
MIL	WAS	MIL	WAS	52f2f7b590a49484183289cf	1/19/2011	2010-11	100	87
NJN	UTA	NJN	UTA	52f2f7b790a49484183289d0	1/19/2011	2010-11	103	95
NOH	MEM	NOH	MEM	52f2f7b890a49484183289d1	1/19/2011	2010-11	103	102
